SaleDate,PRODUCT_CATEGORY,UNIT_OF_MEASURE,RecordNo,TOTAL_$,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,CCCLastUpdated
3/10/2023,Shake/Trim (by strain),Grams,19529,59981.97,0,0,13086.8,59981.97,13086.8,3/22/2024
3/11/2023,Vape Product,Each,19546,955008.16,25255,955008.16,0,0,25255,3/22/2024
3/11/2023,Shake/Trim (by strain),Grams,19546,54080.84,0,0,11402.5,54080.84,11402.5,3/22/2024
3/11/2023,Infused Pre-Rolls,Milligrams,19546,135,0,0,6000,135,6000,3/22/2024
3/11/2023,Buds,Grams,19546,1883816.75,0,0,268659.26,1883816.75,268659.26,3/22/2024
3/11/2023,Shake/Trim,Grams,19546,52674.9,0,0,15145,52674.9,15145,3/22/2024
3/11/2023,Concentrate (Each),Each,19546,256982.31,6506,256982.31,0,0,6506,3/22/2024
3/11/2023,Immature Plants,Each,19546,930,31,930,0,0,31,3/22/2024
3/11/2023,Concentrate (Bulk),Grams,19546,1035.84,0,0,30.5,1035.84,30.5,3/22/2024
3/11/2023,Infused Beverage,Each,19546,60762.18,7206,60762.18,0,0,7206,3/22/2024
3/11/2023,Infused (edible),Each,19546,784667.44,39089,784667.44,0,0,39089,3/22/2024
3/11/2023,Infused Pre-Rolls,Grams,19546,72230.36,0,0,3427.1,72230.36,3427.1,3/22/2024
3/11/2023,Kief,Grams,19546,3997.49,0,0,201.08,3997.49,201.08,3/22/2024
3/11/2023,Raw Pre-Rolls,Grams,19546,727938.93,0,0,71466.55,727938.93,71466.55,3/22/2024
3/11/2023,Buds,Pounds,19546,60,0,0,0.01,60,0.01,3/22/2024
3/11/2023,Concentrate,Grams,19546,14062.92,0,0,380.2,14062.92,380.2,3/22/2024
3/11/2023,Suppository,Each,19546,235.52,6,235.52,0,0,6,3/22/2024
3/11/2023,Infused (non-edible),Each,19546,14939.19,420,14939.19,0,0,420,3/22/2024
3/12/2023,Suppository,Each,19563,119.3,3,119.3,0,0,3,3/22/2024
3/12/2023,Concentrate (Bulk),Grams,19563,948.58,0,0,25,948.58,25,3/22/2024
3/12/2023,Raw Pre-Rolls,Grams,19563,580019.55,0,0,56053.2,580019.55,56053.2,3/22/2024
3/12/2023,Shake/Trim (by strain),Grams,19563,47941.7,0,0,10308,47941.7,10308,3/22/2024
3/12/2023,Concentrate,Grams,19563,13795,0,0,385.5,13795,385.5,3/22/2024
3/12/2023,Infused Pre-Rolls,Milligrams,19563,195,0,0,9000,195,9000,3/22/2024
3/12/2023,Infused (non-edible),Each,19563,11290.75,324,11290.75,0,0,324,3/22/2024
3/12/2023,Buds,Grams,19563,1541364.99,0,0,216861.78,1541364.99,216861.78,3/22/2024
3/12/2023,Kief,Grams,19563,2932.62,0,0,139.66,2932.62,139.66,3/22/2024
3/12/2023,Infused (edible),Each,19563,569856.02,28365,569856.02,0,0,28365,3/22/2024
3/12/2023,Infused Pre-Rolls,Grams,19563,51715.53,0,0,2427.14,51715.53,2427.14,3/22/2024
3/12/2023,Concentrate (Each),Each,19563,214491.23,5335,214491.23,0,0,5335,3/22/2024
3/12/2023,Infused Beverage,Each,19563,36593.59,4296,36593.59,0,0,4296,3/22/2024
3/12/2023,Shake/Trim,Grams,19563,44184.15,0,0,13023,44184.15,13023,3/22/2024
3/12/2023,Vape Product,Each,19563,776964.87,20374,776964.87,0,0,20374,3/22/2024
3/13/2023,Infused (edible),Each,19578,506615.35,25553,506615.35,0,0,25553,3/22/2024
3/13/2023,Suppository,Each,19578,117.24,3,117.24,0,0,3,3/22/2024
3/13/2023,Infused Beverage,Each,19578,29311.36,3606,29311.36,0,0,3606,3/22/2024
3/13/2023,Seeds,Each,19578,24,2,24,0,0,2,3/22/2024
3/13/2023,Concentrate (Bulk),Grams,19578,792.36,0,0,27.1,792.36,27.1,3/22/2024
3/13/2023,Buds,Grams,19578,1626322.47,0,0,227265.38,1626322.47,227265.38,3/22/2024
3/13/2023,Infused Pre-Rolls,Grams,19578,52028.05,0,0,2440.5,52028.05,2440.5,3/22/2024
3/13/2023,Infused Pre-Rolls,Milligrams,19578,195,0,0,9000,195,9000,3/22/2024
3/13/2023,Concentrate,Grams,19578,13939.09,0,0,388,13939.09,388,3/22/2024
3/13/2023,Shake/Trim (by strain),Grams,19578,56704.37,0,0,12064.5,56704.37,12064.5,3/22/2024
3/13/2023,Raw Pre-Rolls,Grams,19578,618023.64,0,0,63015.05,618023.64,63015.05,3/22/2024
3/13/2023,Vape Product,Each,19578,794048.34,21218,794048.34,0,0,21218,3/22/2024
3/13/2023,Infused (non-edible),Each,19578,8956.5,244,8956.5,0,0,244,3/22/2024
3/13/2023,Kief,Grams,19578,2793.25,0,0,159.28,2793.25,159.28,3/22/2024
3/13/2023,Concentrate (Each),Each,19578,201269.87,5247,201269.87,0,0,5247,3/22/2024
3/13/2023,Shake/Trim,Grams,19578,48394,0,0,14050,48394,14050,3/22/2024
3/14/2023,Infused Beverage,Each,19594,12966.23,1695,12966.23,0,0,1695,3/22/2024
3/14/2023,Concentrate (Each),Each,19594,110851.42,2865,110851.42,0,0,2865,3/22/2024
3/14/2023,Concentrate (Bulk),Grams,19594,921.19,0,0,20,921.19,20,3/22/2024
3/14/2023,Infused (non-edible),Each,19594,3194.63,87,3194.63,0,0,87,3/22/2024
3/14/2023,Shake/Trim (by strain),Grams,19594,29943.32,0,0,6839.5,29943.32,6839.5,3/22/2024
3/14/2023,Vape Product,Each,19594,447615.83,12059,447615.83,0,0,12059,3/22/2024
3/14/2023,Raw Pre-Rolls,Grams,19594,417906.15,0,0,43723.9,417906.15,43723.9,3/22/2024
3/14/2023,Seeds,Each,19594,10.8,1,10.8,0,0,1,3/22/2024
3/14/2023,Concentrate,Grams,19594,7769.49,0,0,210,7769.49,210,3/22/2024
3/14/2023,Suppository,Each,19594,195.05,5,195.05,0,0,5,3/22/2024
3/14/2023,Concentrate,Milligrams,19594,35,0,0,100,35,100,3/22/2024
3/14/2023,Kief,Grams,19594,1567.92,0,0,72.76,1567.92,72.76,3/22/2024
3/14/2023,Infused Pre-Rolls,Grams,19594,33832.72,0,0,1693.5,33832.72,1693.5,3/22/2024
3/14/2023,Infused (edible),Each,19594,254179.72,13538,254179.72,0,0,13538,3/22/2024
3/14/2023,Buds,Grams,19594,1025147.23,0,0,157873.71,1025147.23,157873.71,3/22/2024
3/14/2023,Shake/Trim,Grams,19594,30094.33,0,0,9113.5,30094.33,9113.5,3/22/2024
3/14/2023,Infused Pre-Rolls,Milligrams,19594,145,0,0,7000,145,7000,3/22/2024
3/15/2023,Infused (non-edible),Each,19611,7618.89,224,7618.89,0,0,224,3/22/2024
3/15/2023,Suppository,Each,19611,318.5,8,318.5,0,0,8,3/22/2024
3/15/2023,Seeds,Each,19611,12,1,12,0,0,1,3/22/2024
3/15/2023,Raw Pre-Rolls,Grams,19611,625980.04,0,0,63519.25,625980.04,63519.25,3/22/2024
3/15/2023,Buds,Grams,19611,1656805.66,0,0,235648.87,1656805.66,235648.87,3/22/2024
3/15/2023,Concentrate (Each),Each,19611,205568.46,5419,205568.46,0,0,5419,3/22/2024
3/15/2023,Shake/Trim (by strain),Grams,19611,60326.01,0,0,13061.7,60326.01,13061.7,3/22/2024
3/15/2023,Infused Pre-Rolls,Milligrams,19611,330,0,0,15000,330,15000,3/22/2024
3/15/2023,Shake/Trim,Grams,19611,47010.08,0,0,13185.5,47010.08,13185.5,3/22/2024
3/15/2023,Vape Product,Each,19611,842309.54,22570,842309.54,0,0,22570,3/22/2024
3/15/2023,Infused Pre-Rolls,Grams,19611,57680.62,0,0,2839.61,57680.62,2839.61,3/22/2024
3/15/2023,Concentrate,Milligrams,19611,95,0,0,300,95,300,3/22/2024
3/15/2023,Concentrate (Bulk),Grams,19611,834.94,0,0,23,834.94,23,3/22/2024
3/15/2023,Kief,Grams,19611,5235.9,0,0,305.66,5235.9,305.66,3/22/2024
3/15/2023,Infused Beverage,Each,19611,28484.35,3569,28484.35,0,0,3569,3/22/2024
3/15/2023,Infused (edible),Each,19611,531507.86,27787,531507.86,0,0,27787,3/22/2024
3/15/2023,Concentrate,Grams,19611,15321.1,0,0,452,15321.1,452,3/22/2024
3/16/2023,Infused Beverage,Each,19628,36869.43,4499,36869.43,0,0,4499,3/22/2024
3/16/2023,Infused (non-edible),Each,19628,8197.19,237,8197.19,0,0,237,3/22/2024
3/16/2023,Shake/Trim,Grams,19628,47941.16,0,0,13991.5,47941.16,13991.5,3/22/2024
3/16/2023,Infused Pre-Rolls,Milligrams,19628,425,0,0,20000,425,20000,3/22/2024
3/16/2023,Vape Product,Each,19628,876151.98,23673,876151.98,0,0,23673,3/22/2024
3/16/2023,Kief,Grams,19628,3539.73,0,0,176.66,3539.73,176.66,3/22/2024
3/16/2023,Suppository,Each,19628,428.49,11,428.49,0,0,11,3/22/2024
3/16/2023,Concentrate (Each),Each,19628,225663.21,5957,225663.21,0,0,5957,3/22/2024
3/16/2023,Concentrate,Grams,19628,18874.12,0,0,511.1,18874.12,511.1,3/22/2024
3/16/2023,Infused Pre-Rolls,Grams,19628,59086.05,0,0,2866.51,59086.05,2866.51,3/22/2024
3/16/2023,Raw Pre-Rolls,Grams,19628,709805.35,0,0,73167.7,709805.35,73167.7,3/22/2024
3/16/2023,Infused (edible),Each,19628,565544.23,28240,565544.23,0,0,28240,3/22/2024
3/16/2023,Buds,Grams,19628,1762764,0,0,253573.27,1762764,253573.27,3/22/2024
3/16/2023,Shake/Trim (by strain),Grams,19628,62425.02,0,0,13533.7,62425.02,13533.7,3/22/2024
3/16/2023,Concentrate,Milligrams,19628,35,0,0,100,35,100,3/22/2024
3/16/2023,Concentrate (Bulk),Grams,19628,710.88,0,0,17.5,710.88,17.5,3/22/2024
3/17/2023,Suppository,Each,19644,392.17,10,392.17,0,0,10,3/22/2024
3/17/2023,Raw Pre-Rolls,Grams,19644,857289.18,0,0,89808.95,857289.18,89808.95,3/22/2024
3/17/2023,Vape Product,Each,19644,1069962.83,29183,1069962.83,0,0,29183,3/22/2024
3/17/2023,Shake/Trim (by strain),Grams,19644,70695.41,0,0,15115.2,70695.41,15115.2,3/22/2024
3/17/2023,Infused (non-edible),Each,19644,11689.89,366,11689.89,0,0,366,3/22/2024
3/17/2023,Buds,Grams,19644,2228925.38,0,0,339355.78,2228925.38,339355.78,3/22/2024
3/17/2023,Concentrate (Bulk),Grams,19644,1137,0,0,28.5,1137,28.5,3/22/2024
3/17/2023,Infused Beverage,Each,19644,56762.86,7070,56762.86,0,0,7070,3/22/2024
3/17/2023,Buds,Pounds,19644,225,0,0,0.03,225,0.03,3/22/2024
3/17/2023,Infused (edible),Each,19644,746518.81,38027,746518.81,0,0,38027,3/22/2024
3/17/2023,Infused Pre-Rolls,Grams,19644,80986.26,0,0,4076.14,80986.26,4076.14,3/22/2024
3/17/2023,Infused Pre-Rolls,Milligrams,19644,200,0,0,9000,200,9000,3/22/2024
3/17/2023,Shake/Trim,Grams,19644,58435.64,0,0,16798.5,58435.64,16798.5,3/22/2024
3/17/2023,Concentrate (Each),Each,19644,280383.45,7603,280383.45,0,0,7603,3/22/2024
3/17/2023,Kief,Grams,19644,4367.39,0,0,219.32,4367.39,219.32,3/22/2024
3/17/2023,Immature Plants,Each,19644,600,17,600,0,0,17,3/22/2024
3/17/2023,Concentrate,Grams,19644,18764.79,0,0,512.5,18764.79,512.5,3/22/2024
3/18/2023,Seeds,Each,19661,12,1,12,0,0,1,3/22/2024
3/18/2023,Infused Beverage,Each,19661,59932.25,7118,59932.25,0,0,7118,3/22/2024
3/18/2023,Infused Pre-Rolls,Grams,19661,67721.41,0,0,3333.48,67721.41,3333.48,3/22/2024
3/18/2023,Concentrate,Grams,19661,16800.55,0,0,431,16800.55,431,3/22/2024
3/18/2023,Kief,Grams,19661,4206.6,0,0,198,4206.6,198,3/22/2024
3/18/2023,Suppository,Each,19661,353.77,9,353.77,0,0,9,3/22/2024
3/18/2023,Shake/Trim (by strain),Grams,19661,69370.6,0,0,14843.4,69370.6,14843.4,3/22/2024
3/18/2023,Buds,Grams,19661,1909813.91,0,0,267264.38,1909813.91,267264.38,3/22/2024
3/18/2023,Shake/Trim,Grams,19661,52395.28,0,0,15614,52395.28,15614,3/22/2024
3/18/2023,Vape Product,Each,19661,978657.5,26174,978657.5,0,0,26174,3/22/2024
3/18/2023,Immature Plants,Each,19661,1461.26,46,1461.26,0,0,46,3/22/2024
3/18/2023,Concentrate (Bulk),Grams,19661,830,0,0,22.5,830,22.5,3/22/2024
3/18/2023,Concentrate (Each),Each,19661,267631.07,6661,267631.07,0,0,6661,3/22/2024
3/18/2023,Infused (edible),Each,19661,795352,39450,795352,0,0,39450,3/22/2024
3/18/2023,Infused (non-edible),Each,19661,17341.93,467,17341.93,0,0,467,3/22/2024
3/18/2023,Infused Pre-Rolls,Milligrams,19661,265,0,0,9800,265,9800,3/22/2024
3/18/2023,Raw Pre-Rolls,Grams,19661,756399.82,0,0,77065.9,756399.82,77065.9,3/22/2024
3/19/2023,Concentrate,Grams,19678,15110.72,0,0,399.5,15110.72,399.5,3/22/2024
3/19/2023,Raw Pre-Rolls,Grams,19678,580771.49,0,0,59107.9,580771.49,59107.9,3/22/2024
3/19/2023,Vape Product,Each,19678,777177.75,20493,777177.75,0,0,20493,3/22/2024
3/19/2023,Buds,Grams,19678,1535778.4,0,0,215490.29,1535778.4,215490.29,3/22/2024
3/19/2023,Infused Beverage,Each,19678,38075.43,4519,38075.43,0,0,4519,3/22/2024
3/19/2023,Kief,Grams,19678,3243.77,0,0,157.52,3243.77,157.52,3/22/2024
3/19/2023,Infused Pre-Rolls,Milligrams,19678,125,0,0,5000,125,5000,3/22/2024
3/19/2023,Shake/Trim (by strain),Grams,19678,56363.99,0,0,12065,56363.99,12065,3/22/2024
3/19/2023,Infused (edible),Each,19678,571679.46,28214,571679.46,0,0,28214,3/22/2024
3/19/2023,Infused Pre-Rolls,Grams,19678,51618.12,0,0,2587.45,51618.12,2587.45,3/22/2024
3/19/2023,Infused (non-edible),Each,19678,11834.39,324,11834.39,0,0,324,3/22/2024
3/19/2023,Suppository,Each,19678,234.46,6,234.46,0,0,6,3/22/2024
3/19/2023,Shake/Trim,Grams,19678,39141.36,0,0,11629,39141.36,11629,3/22/2024
3/19/2023,Concentrate (Each),Each,19678,217807.47,5388,217807.47,0,0,5388,3/22/2024
3/19/2023,Concentrate (Bulk),Grams,19678,820.01,0,0,25.1,820.01,25.1,3/22/2024
3/19/2023,Concentrate,Milligrams,19678,35,0,0,100,35,100,3/22/2024
3/20/2023,Infused (non-edible),Each,19694,8686.4,251,8686.4,0,0,251,3/22/2024
3/20/2023,Vape Product,Each,19694,723434.36,19098,723434.36,0,0,19098,3/22/2024
3/20/2023,Concentrate,Grams,19694,12449.66,0,0,344,12449.66,344,3/22/2024
3/20/2023,Buds,Grams,19694,1387306.94,0,0,192668.06,1387306.94,192668.06,3/22/2024
3/20/2023,Concentrate (Each),Each,19694,173903.48,4641,173903.48,0,0,4641,3/22/2024
3/20/2023,Infused (edible),Each,19694,447547.23,22794,447547.23,0,0,22794,3/22/2024
3/20/2023,Shake/Trim (by strain),Grams,19694,53590.75,0,0,11648.1,53590.75,11648.1,3/22/2024
3/20/2023,Infused Pre-Rolls,Grams,19694,46542.2,0,0,2246.62,46542.2,2246.62,3/22/2024
3/20/2023,Infused Beverage,Each,19694,24768.45,3296,24768.45,0,0,3296,3/22/2024
3/20/2023,Concentrate,Milligrams,19694,35,0,0,100,35,100,3/22/2024
3/20/2023,Kief,Grams,19694,2704.74,0,0,133.66,2704.74,133.66,3/22/2024
3/20/2023,Shake/Trim,Grams,19694,45896.95,0,0,13461,45896.95,13461,3/22/2024
3/20/2023,Infused Pre-Rolls,Milligrams,19694,197.5,0,0,5600,197.5,5600,3/22/2024
3/20/2023,Raw Pre-Rolls,Grams,19694,541013.62,0,0,54936.85,541013.62,54936.85,3/22/2024
3/20/2023,Concentrate (Bulk),Grams,19694,859.5,0,0,21.5,859.5,21.5,3/22/2024
3/21/2023,Shake/Trim,Grams,19709,41232.09,0,0,12575.5,41232.09,12575.5,3/22/2024
3/21/2023,Infused Pre-Rolls,Milligrams,19709,122.5,0,0,4400,122.5,4400,3/22/2024
3/21/2023,Vape Product,Each,19709,695951.16,18902,695951.16,0,0,18902,3/22/2024
3/21/2023,Concentrate (Each),Each,19709,175204.1,4607,175204.1,0,0,4607,3/22/2024
3/21/2023,Infused (edible),Each,19709,447570.29,22565,447570.29,0,0,22565,3/22/2024
3/21/2023,Infused Beverage,Each,19709,26765.78,3511,26765.78,0,0,3511,3/22/2024
3/21/2023,Buds,Grams,19709,1420573.89,0,0,206846.42,1420573.89,206846.42,3/22/2024
3/21/2023,Shake/Trim (by strain),Grams,19709,50430.58,0,0,11410.7,50430.58,11410.7,3/22/2024
3/21/2023,Kief,Grams,19709,2602.61,0,0,120.76,2602.61,120.76,3/22/2024
3/21/2023,Concentrate,Grams,19709,14374.83,0,0,410,14374.83,410,3/22/2024
3/21/2023,Raw Pre-Rolls,Grams,19709,594010.84,0,0,63998.85,594010.84,63998.85,3/22/2024
3/21/2023,Infused (non-edible),Each,19709,8643.81,228,8643.81,0,0,228,3/22/2024
3/21/2023,Infused Pre-Rolls,Grams,19709,44600.69,0,0,2170.58,44600.69,2170.58,3/22/2024
3/21/2023,Seeds,Each,19709,12,1,12,0,0,1,3/22/2024
3/21/2023,Concentrate (Bulk),Grams,19709,1035,0,0,29.5,1035,29.5,3/22/2024
3/22/2023,Concentrate,Milligrams,19724,35,0,0,100,35,100,3/22/2024
3/22/2023,Immature Plants,Each,19724,0.15,15,0.15,0,0,15,3/22/2024
3/22/2023,Infused Pre-Rolls,Grams,19724,53826.33,0,0,2716.24,53826.33,2716.24,3/22/2024
3/22/2023,Shake/Trim,Grams,19724,47000.62,0,0,15295.5,47000.62,15295.5,3/22/2024
3/22/2023,Infused (edible),Each,19724,496629.24,25696,496629.24,0,0,25696,3/22/2024
3/22/2023,Kief,Grams,19724,2748.98,0,0,131.66,2748.98,131.66,3/22/2024
3/22/2023,Raw Pre-Rolls,Grams,19724,591890.31,0,0,59924.55,591890.31,59924.55,3/22/2024
3/22/2023,Infused Pre-Rolls,Milligrams,19724,155,0,0,5400,155,5400,3/22/2024
3/22/2023,Concentrate (Bulk),Grams,19724,580,0,0,17.5,580,17.5,3/22/2024
3/22/2023,Infused (non-edible),Each,19724,8717.34,243,8717.34,0,0,243,3/22/2024
3/22/2023,Vape Product,Each,19724,726948.4,19740,726948.4,0,0,19740,3/22/2024
3/22/2023,Shake/Trim (by strain),Grams,19724,51451.71,0,0,11207.8,51451.71,11207.8,3/22/2024
3/22/2023,Buds,Grams,19724,1499438.55,0,0,218576.53,1499438.55,218576.53,3/22/2024
3/22/2023,Seeds,Each,19724,19.2,2,19.2,0,0,2,3/22/2024
3/22/2023,Concentrate,Grams,19724,13965.36,0,0,395,13965.36,395,3/22/2024
3/22/2023,Concentrate (Each),Each,19724,185998.25,4881,185998.25,0,0,4881,3/22/2024
3/22/2023,Infused Beverage,Each,19724,30652.34,3784,30652.34,0,0,3784,3/22/2024
3/23/2023,Infused (non-edible),Each,19741,8627.78,228,8627.78,0,0,228,3/22/2024
3/23/2023,Buds,Pounds,19741,60,0,0,0.01,60,0.01,3/22/2024
3/23/2023,Seeds,Each,19741,22.8,2,22.8,0,0,2,3/22/2024
3/23/2023,Shake/Trim,Grams,19741,54181.28,0,0,16929,54181.28,16929,3/22/2024
3/23/2023,Infused Pre-Rolls,Milligrams,19741,202.5,0,0,6800,202.5,6800,3/22/2024
3/23/2023,Buds,Grams,19741,1640531.8,0,0,239926.59,1640531.8,239926.59,3/22/2024
3/23/2023,Concentrate,Grams,19741,16756.71,0,0,444,16756.71,444,3/22/2024
3/23/2023,Infused (edible),Each,19741,540647.11,27497,540647.11,0,0,27497,3/22/2024
3/23/2023,Vape Product,Each,19741,831565.96,22467,831565.96,0,0,22467,3/22/2024
3/23/2023,Shake/Trim (by strain),Grams,19741,53954.45,0,0,11671.6,53954.45,11671.6,3/22/2024
3/23/2023,Immature Plants,Each,19741,35,1,35,0,0,1,3/22/2024
3/23/2023,Infused Beverage,Each,19741,37037.68,4917,37037.68,0,0,4917,3/22/2024
3/23/2023,Concentrate (Each),Each,19741,201183.83,5240,201183.83,0,0,5240,3/22/2024
3/23/2023,Infused Pre-Rolls,Grams,19741,61098,0,0,3069.88,61098,3069.88,3/22/2024
3/23/2023,Raw Pre-Rolls,Grams,19741,655682.43,0,0,66473.05,655682.43,66473.05,3/22/2024
3/23/2023,Kief,Grams,19741,3223.82,0,0,165.66,3223.82,165.66,3/22/2024
3/23/2023,Concentrate (Bulk),Grams,19741,793,0,0,25.5,793,25.5,3/22/2024
3/24/2023,Buds,Grams,19758,2175829.24,0,0,326398.39,2175829.24,326398.39,3/22/2024
3/24/2023,Infused Pre-Rolls,Milligrams,19758,176,0,0,8000,176,8000,3/22/2024
3/24/2023,Infused (edible),Each,19758,748342.39,37728,748342.39,0,0,37728,3/22/2024
3/24/2023,Raw Pre-Rolls,Grams,19758,835279.64,0,0,84362.2,835279.64,84362.2,3/22/2024
3/24/2023,Infused (non-edible),Each,19758,11813.88,337,11813.88,0,0,337,3/22/2024
3/24/2023,Kief,Grams,19758,4028.73,0,0,187.06,4028.73,187.06,3/22/2024
3/24/2023,Vape Product,Each,19758,1037739.38,27684,1037739.38,0,0,27684,3/22/2024
3/24/2023,Shake/Trim (by strain),Grams,19758,66176.02,0,0,14236.9,66176.02,14236.9,3/22/2024
3/24/2023,Infused Beverage,Each,19758,56050.04,7098,56050.04,0,0,7098,3/22/2024
3/24/2023,Infused Pre-Rolls,Grams,19758,79766.81,0,0,4100.49,79766.81,4100.49,3/22/2024
3/24/2023,Concentrate (Each),Each,19758,270300.01,7129,270300.01,0,0,7129,3/22/2024
3/24/2023,Concentrate,Grams,19758,20142.38,0,0,565,20142.38,565,3/22/2024
3/24/2023,Shake/Trim,Grams,19758,53894.21,0,0,16292,53894.21,16292,3/22/2024
3/24/2023,Concentrate (Bulk),Grams,19758,1482.57,0,0,48,1482.57,48,3/22/2024
3/25/2023,Kief,Grams,19772,3893.83,0,0,169,3893.83,169,3/22/2024
3/25/2023,Infused (edible),Each,19772,767303.73,37920,767303.73,0,0,37920,3/22/2024
3/25/2023,Immature Plants,Each,19772,1564,49,1564,0,0,49,3/22/2024
3/25/2023,Concentrate (Bulk),Grams,19772,1126,0,0,31.5,1126,31.5,3/22/2024
3/25/2023,Concentrate,Grams,19772,17727.07,0,0,449.5,17727.07,449.5,3/22/2024
3/25/2023,Infused Beverage,Each,19772,58827.35,7375,58827.35,0,0,7375,3/22/2024
3/25/2023,Vape Product,Each,19772,928376.8,24493,928376.8,0,0,24493,3/22/2024
3/25/2023,Shake/Trim,Grams,19772,61442.56,0,0,19583,61442.56,19583,3/22/2024
3/25/2023,Seeds,Each,19772,12,1,12,0,0,1,3/22/2024
3/25/2023,Infused Pre-Rolls,Milligrams,19772,295,0,0,9000,295,9000,3/22/2024
3/25/2023,Infused Pre-Rolls,Grams,19772,67632.03,0,0,3350.04,67632.03,3350.04,3/22/2024
3/25/2023,Raw Pre-Rolls,Grams,19772,718509.13,0,0,72177.9,718509.13,72177.9,3/22/2024
3/25/2023,Buds,Grams,19772,1865708.45,0,0,270995.49,1865708.45,270995.49,3/22/2024
3/25/2023,Infused (non-edible),Each,19772,14123.04,381,14123.04,0,0,381,3/22/2024
3/25/2023,Concentrate (Each),Each,19772,249974.18,6435,249974.18,0,0,6435,3/22/2024
3/25/2023,Shake/Trim (by strain),Grams,19772,51285.06,0,0,11382.2,51285.06,11382.2,3/22/2024
3/25/2023,Buds,Pounds,19772,120,0,0,0.02,120,0.02,3/22/2024
3/26/2023,Infused (non-edible),Each,19789,10727.43,310,10727.43,0,0,310,3/22/2024
3/26/2023,Kief,Grams,19789,3294.31,0,0,162.1,3294.31,162.1,3/22/2024
3/26/2023,Infused Beverage,Each,19789,35980.48,4517,35980.48,0,0,4517,3/22/2024
3/26/2023,Concentrate,Grams,19789,16110.36,0,0,457,16110.36,457,3/22/2024
3/26/2023,Infused Pre-Rolls,Milligrams,19789,224,0,0,8400,224,8400,3/22/2024
3/26/2023,Shake/Trim (by strain),Grams,19789,47494.65,0,0,10556.2,47494.65,10556.2,3/22/2024
3/26/2023,Raw Pre-Rolls,Grams,19789,587643.44,0,0,58511.9,587643.44,58511.9,3/22/2024
3/26/2023,Concentrate (Each),Each,19789,195267.51,4780,195267.51,0,0,4780,3/22/2024
3/26/2023,Buds,Grams,19789,1524847.58,0,0,220869.43,1524847.58,220869.43,3/22/2024
3/26/2023,Shake/Trim,Grams,19789,45649.31,0,0,14727,45649.31,14727,3/22/2024
3/26/2023,Concentrate (Bulk),Grams,19789,1235,0,0,47,1235,47,3/22/2024
3/26/2023,Infused (edible),Each,19789,562765.04,27484,562765.04,0,0,27484,3/22/2024
3/26/2023,Infused Pre-Rolls,Grams,19789,55855.37,0,0,2753.48,55855.37,2753.48,3/22/2024
3/26/2023,Immature Plants,Each,19789,404,11,404,0,0,11,3/22/2024
3/26/2023,Vape Product,Each,19789,754890.99,20021,754890.99,0,0,20021,3/22/2024
3/27/2023,Concentrate,Grams,19804,13146.28,0,0,365.5,13146.28,365.5,3/22/2024
3/27/2023,Raw Pre-Rolls,Grams,19804,548229.03,0,0,55886.1,548229.03,55886.1,3/22/2024
3/27/2023,Vape Product,Each,19804,697480.54,18701,697480.54,0,0,18701,3/22/2024
3/27/2023,Infused (edible),Each,19804,421100.98,21564,421100.98,0,0,21564,3/22/2024
3/27/2023,Infused Pre-Rolls,Milligrams,19804,125,0,0,5000,125,5000,3/22/2024
3/27/2023,Concentrate (Bulk),Grams,19804,1362.5,0,0,35,1362.5,35,3/22/2024
3/27/2023,Infused (non-edible),Each,19804,8230.15,242,8230.15,0,0,242,3/22/2024
3/27/2023,Concentrate (Each),Each,19804,166214.54,4337,166214.54,0,0,4337,3/22/2024
3/27/2023,Immature Plants,Each,19804,70,2,70,0,0,2,3/22/2024
3/27/2023,Kief,Grams,19804,2196.84,0,0,99.96,2196.84,99.96,3/22/2024
3/27/2023,Infused Pre-Rolls,Grams,19804,47713.95,0,0,2341.5,47713.95,2341.5,3/22/2024
3/27/2023,Shake/Trim,Grams,19804,45426.42,0,0,14103,45426.42,14103,3/22/2024
3/27/2023,Infused Beverage,Each,19804,24316.91,3077,24316.91,0,0,3077,3/22/2024
3/27/2023,Shake/Trim (by strain),Grams,19804,47621.95,0,0,10682.3,47621.95,10682.3,3/22/2024
3/27/2023,Buds,Grams,19804,1344734.95,0,0,199745.53,1344734.95,199745.53,3/22/2024
3/28/2023,Concentrate (Bulk),Grams,19819,1114,0,0,34,1114,34,3/22/2024
3/28/2023,Infused Beverage,Each,19819,24738.46,3150,24738.46,0,0,3150,3/22/2024
3/28/2023,Infused (edible),Each,19819,438818.4,22779,438818.4,0,0,22779,3/22/2024
3/28/2023,Vape Product,Each,19819,688715.85,18938,688715.85,0,0,18938,3/22/2024
3/28/2023,Infused Pre-Rolls,Milligrams,19819,147.5,0,0,5400,147.5,5400,3/22/2024
3/28/2023,Concentrate (Each),Each,19819,170591.9,4695,170591.9,0,0,4695,3/22/2024
3/28/2023,Kief,Grams,19819,2776.21,0,0,123,2776.21,123,3/22/2024
3/28/2023,Buds,Pounds,19819,663.2,0,0,0.16,663.2,0.16,3/22/2024
3/28/2023,Shake/Trim,Grams,19819,42236.32,0,0,13241.5,42236.32,13241.5,3/22/2024
3/28/2023,Buds,Grams,19819,1444408.94,0,0,219045.42,1444408.94,219045.42,3/22/2024
