RecordNo,SaleDate,ProductCategoryName,UnitOfMeasureName,TotalPrice,CountBasedTotal,DollarCountBasedTotal,WeightBasedTotal,DollarWeightBasedTotal,Quantity,CCCLastUpdated
35295,8/22/2023,Raw Pre-Rolls,Grams,756954.02,0,0,89033.25,756954.02,89033.25,3/22/2024
35295,8/22/2023,Infused Beverage,Each,154.01,18,154.01,0,0,18,3/22/2024
35330,8/23/2023,Infused (edible),Each,488555.56,25505,488555.56,0,0,25505,3/22/2024
35330,8/23/2023,Kief,Grams,1723.57,0,0,85,1723.57,85,3/22/2024
35330,8/23/2023,Immature Plants,Each,151.01,12,151.01,0,0,12,3/22/2024
35330,8/23/2023,Concentrate,Grams,18489.08,0,0,566.5,18489.08,566.5,3/22/2024
35330,8/23/2023,Raw Pre-Rolls,Grams,1299.14,0,0,165.75,1299.14,165.75,3/22/2024
35330,8/23/2023,Infused Beverage,Each,36266.4,5093,36266.4,0,0,5093,3/22/2024
35330,8/23/2023,Concentrate (Bulk),Grams,630.85,0,0,12.5,630.85,12.5,3/22/2024
35330,8/23/2023,Shake/Trim (by strain),Grams,533.92,0,0,196,533.92,196,3/22/2024
35330,8/23/2023,Buds,Grams,1673551.46,0,0,273941.27,1673551.46,273941.27,3/22/2024
35330,8/23/2023,Infused (non-edible),Each,13918.71,432,13918.71,0,0,432,3/22/2024
35330,8/23/2023,Suppository,Each,60,3,60,0,0,3,3/22/2024
35330,8/23/2023,Raw Pre-Rolls,Grams,721270.79,0,0,78642.8,721270.79,78642.8,3/22/2024
35330,8/23/2023,Infused Pre-Rolls,Grams,65,0,0,1.9,65,1.9,3/22/2024
35330,8/23/2023,Infused Pre-Rolls,Grams,206.4,0,0,11,206.4,11,3/22/2024
35330,8/23/2023,Vape Product,Each,2187.92,61,2187.92,0,0,61,3/22/2024
35330,8/23/2023,Buds,Grams,3062.92,0,0,548,3062.92,548,3/22/2024
35330,8/23/2023,Raw Pre-Rolls,Grams,1088.95,0,0,99.2,1088.95,99.2,3/22/2024
35330,8/23/2023,Concentrate,Grams,183,0,0,6.5,183,6.5,3/22/2024
35330,8/23/2023,Shake/Trim,Grams,33351.66,0,0,8992.5,33351.66,8992.5,3/22/2024
35330,8/23/2023,Infused (edible),Each,1116.66,100,1116.66,0,0,100,3/22/2024
35330,8/23/2023,Infused Pre-Rolls,Grams,60006.99,0,0,3017.22,60006.99,3017.22,3/22/2024
35330,8/23/2023,Concentrate (Each),Each,584.74,21,584.74,0,0,21,3/22/2024
35330,8/23/2023,Shake/Trim (by strain),Grams,56334.47,0,0,15922.9,56334.47,15922.9,3/22/2024
35330,8/23/2023,Infused (edible),Each,1062.01,56,1062.01,0,0,56,3/22/2024
35330,8/23/2023,Concentrate (Each),Each,181940.3,5400,181940.3,0,0,5400,3/22/2024
35330,8/23/2023,Vape Product,Each,1338.01,45,1338.01,0,0,45,3/22/2024
35330,8/23/2023,Infused Beverage,Each,154.5,16,154.5,0,0,16,3/22/2024
35330,8/23/2023,Buds,Grams,6258.52,0,0,901,6258.52,901,3/22/2024
35330,8/23/2023,Concentrate (Each),Each,346.76,10,346.76,0,0,10,3/22/2024
35330,8/23/2023,Vape Product,Each,820214.54,24320,820214.54,0,0,24663,3/22/2024
35330,8/23/2023,Shake/Trim (by strain),Grams,105,0,0,14,105,14,3/22/2024
35330,8/23/2023,Shake/Trim,Grams,195,0,0,70,195,70,3/22/2024
35330,8/23/2023,Infused Beverage,Each,212.64,18,212.64,0,0,18,3/22/2024
35363,8/24/2023,Shake/Trim (by strain),Grams,56321.97,0,0,16462.5,56321.97,16462.5,3/22/2024
35363,8/24/2023,Raw Pre-Rolls,Grams,804740.23,0,0,88063.15,804740.23,88063.15,3/22/2024
35363,8/24/2023,Buds,Grams,8385.15,0,0,1170.5,8385.15,1170.5,3/22/2024
35363,8/24/2023,Suppository,Each,20,1,20,0,0,1,3/22/2024
35363,8/24/2023,Infused (edible),Each,1155.2,58,1155.2,0,0,58,3/22/2024
35363,8/24/2023,Concentrate (Each),Each,1860.5,61,1860.5,0,0,61,3/22/2024
35363,8/24/2023,Immature Plants,Each,154.14,11,154.14,0,0,11,3/22/2024
35363,8/24/2023,Infused (non-edible),Each,50,1,50,0,0,1,3/22/2024
35363,8/24/2023,Buds,Grams,1838120.18,0,0,297471.46,1838120.18,297471.46,3/22/2024
35363,8/24/2023,Vape Product,Each,2516.35,69,2516.35,0,0,69,3/22/2024
35363,8/24/2023,Infused Pre-Rolls,Grams,65650.11,0,0,3325.88,65650.11,3325.88,3/22/2024
35363,8/24/2023,Shake/Trim (by strain),Grams,520,0,0,168,520,168,3/22/2024
35363,8/24/2023,Concentrate,Milligrams,25,0,0,500,25,500,3/22/2024
35363,8/24/2023,Infused Beverage,Each,642.71,59,642.71,0,0,59,3/22/2024
35363,8/24/2023,Infused (edible),Each,553657.73,28898,553657.73,0,0,28898,3/22/2024
35363,8/24/2023,Shake/Trim,Grams,25,0,0,7,25,7,3/22/2024
35363,8/24/2023,Raw Pre-Rolls,Grams,2399.55,0,0,260.1,2399.55,260.1,3/22/2024
35363,8/24/2023,Infused (non-edible),Each,12324.12,305,12324.12,0,0,305,3/22/2024
35363,8/24/2023,Vape Product,Each,1531.34,52,1531.34,0,0,52,3/22/2024
35363,8/24/2023,Buds,Grams,3171.22,0,0,543.5,3171.22,543.5,3/22/2024
35363,8/24/2023,Shake/Trim,Grams,292,0,0,91,292,91,3/22/2024
35363,8/24/2023,Shake/Trim,Grams,45641.72,0,0,13086,45641.72,13086,3/22/2024
35363,8/24/2023,Concentrate,Grams,247.1,0,0,8,247.1,8,3/22/2024
35363,8/24/2023,Vape Product,Each,886680.01,25639,886680.01,0,0,25639,3/22/2024
35363,8/24/2023,Infused Beverage,Each,292.5,37,292.5,0,0,37,3/22/2024
35363,8/24/2023,Concentrate (Each),Each,187599.47,5308,187599.47,0,0,5308,3/22/2024
35363,8/24/2023,Concentrate,Grams,17612.75,0,0,505,17612.75,505,3/22/2024
35363,8/24/2023,Infused Pre-Rolls,Grams,189,0,0,9.8,189,9.8,3/22/2024
35363,8/24/2023,Infused (edible),Each,1517.68,95,1517.68,0,0,95,3/22/2024
35363,8/24/2023,Concentrate (Each),Each,365.01,8,365.01,0,0,8,3/22/2024
35363,8/24/2023,Kief,Grams,2218.03,0,0,108,2218.03,108,3/22/2024
35363,8/24/2023,Shake/Trim (by strain),Grams,80,0,0,14,80,14,3/22/2024
35363,8/24/2023,Raw Pre-Rolls,Grams,1113.51,0,0,113.7,1113.51,113.7,3/22/2024
35363,8/24/2023,Infused Pre-Rolls,Grams,216.36,0,0,13,216.36,13,3/22/2024
35363,8/24/2023,Concentrate (Bulk),Grams,685,0,0,15,685,15,3/22/2024
35363,8/24/2023,Infused Beverage,Each,39421.26,5960,39421.26,0,0,5960,3/22/2024
35399,8/25/2023,Concentrate (Each),Each,1769.06,58,1769.06,0,0,58,3/22/2024
35399,8/25/2023,Raw Pre-Rolls,Grams,2495.08,0,0,269.15,2495.08,269.15,3/22/2024
35399,8/25/2023,Immature Plants,Each,350.3,17,350.3,0,0,17,3/22/2024
35399,8/25/2023,Shake/Trim,Grams,64011.51,0,0,20222.5,64011.51,20222.5,3/22/2024
35399,8/25/2023,Infused (edible),Each,2045.09,127,2045.09,0,0,127,3/22/2024
35399,8/25/2023,Infused Beverage,Each,497,79,497,0,0,79,3/22/2024
35399,8/25/2023,Raw Pre-Rolls,Grams,974632.46,0,0,106744.22,974632.46,106744.22,3/22/2024
35399,8/25/2023,Vape Product,Each,1116010.56,33102,1116010.56,0,0,33102,3/22/2024
35399,8/25/2023,Infused (non-edible),Each,162,2,162,0,0,2,3/22/2024
35399,8/25/2023,Infused (edible),Each,1494,77,1494,0,0,77,3/22/2024
35399,8/25/2023,Shake/Trim (by strain),Grams,82366.02,0,0,25064.3,82366.02,25064.3,3/22/2024
35399,8/25/2023,Buds,Grams,4999.28,0,0,874.85,4999.28,874.85,3/22/2024
35399,8/25/2023,Raw Pre-Rolls,Grams,1377.01,0,0,150.8,1377.01,150.8,3/22/2024
35399,8/25/2023,Infused Pre-Rolls,Grams,379,0,0,16.5,379,16.5,3/22/2024
35399,8/25/2023,Infused Pre-Rolls,Grams,534.01,0,0,30.4,534.01,30.4,3/22/2024
35399,8/25/2023,Concentrate (Each),Each,258440.44,6935,258440.44,0,0,6935,3/22/2024
35399,8/25/2023,Vape Product,Each,1986.17,66,1986.17,0,0,66,3/22/2024
35399,8/25/2023,Buds,Grams,6594.79,0,0,965,6594.79,965,3/22/2024
35399,8/25/2023,Infused Beverage,Each,57225.08,8219,57225.08,0,0,8219,3/22/2024
35399,8/25/2023,Buds,Grams,2450633.11,0,0,410321.03,2450633.11,410321.03,3/22/2024
35399,8/25/2023,Shake/Trim (by strain),Grams,450.5,0,0,84,450.5,84,3/22/2024
35399,8/25/2023,Infused (edible),Each,722428.04,37439,722428.04,0,0,37439,3/22/2024
35399,8/25/2023,Concentrate,Grams,45,0,0,1,45,1,3/22/2024
35399,8/25/2023,Concentrate (Bulk),Grams,517.54,0,0,13,517.54,13,3/22/2024
35399,8/25/2023,Concentrate (Each),Each,638.01,13,638.01,0,0,13,3/22/2024
35399,8/25/2023,Concentrate,Grams,22486.46,0,0,640,22486.46,640,3/22/2024
35399,8/25/2023,Infused Pre-Rolls,Grams,94501.37,0,0,4735.47,94501.37,4735.47,3/22/2024
35399,8/25/2023,Infused Beverage,Each,292.8,34,292.8,0,0,34,3/22/2024
35399,8/25/2023,Infused (non-edible),Each,69.55,2,69.55,0,0,2,3/22/2024
35399,8/25/2023,Shake/Trim (by strain),Grams,481.1,0,0,140,481.1,140,3/22/2024
35399,8/25/2023,Shake/Trim,Grams,413,0,0,126,413,126,3/22/2024
35399,8/25/2023,Kief,Grams,2623.07,0,0,117,2623.07,117,3/22/2024
35399,8/25/2023,Infused (non-edible),Each,15525.51,394,15525.51,0,0,394,3/22/2024
35399,8/25/2023,Vape Product,Each,2951.72,81,2951.72,0,0,81,3/22/2024
35433,8/26/2023,Immature Plants,Each,741.2,22,741.2,0,0,22,3/22/2024
35433,8/26/2023,Shake/Trim (by strain),Grams,309,0,0,63,309,63,3/22/2024
35433,8/26/2023,Buds,Grams,3117.46,0,0,487.5,3117.46,487.5,3/22/2024
35433,8/26/2023,Infused Beverage,Each,62657.2,8795,62657.2,0,0,8795,3/22/2024
35433,8/26/2023,Shake/Trim (by strain),Grams,66.55,0,0,14,66.55,14,3/22/2024
35433,8/26/2023,Buds,Grams,8269.3,0,0,1154.5,8269.3,1154.5,3/22/2024
35433,8/26/2023,Concentrate,Grams,149,0,0,4.5,149,4.5,3/22/2024
35433,8/26/2023,Infused (non-edible),Each,17689.46,428,17689.46,0,0,428,3/22/2024
35433,8/26/2023,Concentrate (Bulk),Grams,873.04,0,0,22,873.04,22,3/22/2024
35433,8/26/2023,Infused Pre-Rolls,Grams,81977.07,0,0,3988.95,81977.07,3988.95,3/22/2024
35433,8/26/2023,Raw Pre-Rolls,Grams,865917.95,0,0,93521.12,865917.95,93521.12,3/22/2024
35433,8/26/2023,Kief,Grams,2167.99,0,0,104,2167.99,104,3/22/2024
35433,8/26/2023,Infused (edible),Each,694369.04,35700,694369.04,0,0,35700,3/22/2024
35433,8/26/2023,Infused Pre-Rolls,Grams,241.76,0,0,14.2,241.76,14.2,3/22/2024
35433,8/26/2023,Concentrate,Grams,18281.73,0,0,506.5,18281.73,506.5,3/22/2024
35433,8/26/2023,Infused Pre-Rolls,Grams,201,0,0,6.2,201,6.2,3/22/2024
35433,8/26/2023,Concentrate (Each),Each,213610.41,5762,213610.41,0,0,5762,3/22/2024
35433,8/26/2023,Concentrate (Each),Each,1337.38,38,1337.38,0,0,38,3/22/2024
35433,8/26/2023,Kief,Grams,16,0,0,1,16,1,3/22/2024
35433,8/26/2023,Infused Beverage,Each,263.83,23,263.83,0,0,23,3/22/2024
35433,8/26/2023,Shake/Trim,Grams,47510.88,0,0,14434.5,47510.88,14434.5,3/22/2024
35433,8/26/2023,Raw Pre-Rolls,Grams,949.5,0,0,93.6,949.5,93.6,3/22/2024
35433,8/26/2023,Infused Beverage,Each,87,7,87,0,0,7,3/22/2024
35433,8/26/2023,Buds,Grams,1944821.2,0,0,315737.36,1944821.2,315737.36,3/22/2024
35433,8/26/2023,Shake/Trim,Grams,242,0,0,77,242,77,3/22/2024
35433,8/26/2023,Concentrate (Each),Each,474,12,474,0,0,12,3/22/2024
35433,8/26/2023,Raw Pre-Rolls,Grams,2232.34,0,0,227.6,2232.34,227.6,3/22/2024
35433,8/26/2023,Infused (edible),Each,1505.43,81,1505.43,0,0,81,3/22/2024
35433,8/26/2023,Infused (edible),Each,1187,59,1187,0,0,59,3/22/2024
35433,8/26/2023,Vape Product,Each,936202.66,27006,936202.66,0,0,27006,3/22/2024
35433,8/26/2023,Concentrate,Milligrams,65,0,0,1000,65,1000,3/22/2024
35433,8/26/2023,Shake/Trim (by strain),Grams,73744.53,0,0,22201.7,73744.53,22201.7,3/22/2024
35433,8/26/2023,Vape Product,Each,2698.38,78,2698.38,0,0,78,3/22/2024
35433,8/26/2023,Infused (non-edible),Each,40,1,40,0,0,1,3/22/2024
35433,8/26/2023,Vape Product,Each,1421,48,1421,0,0,48,3/22/2024
35468,8/27/2023,Concentrate (Each),Each,377.01,9,377.01,0,0,9,3/22/2024
35468,8/27/2023,Buds,Grams,1591910,0,0,260277.59,1591910,260277.59,3/22/2024
35468,8/27/2023,Shake/Trim (by strain),Grams,66.55,0,0,14,66.55,14,3/22/2024
35468,8/27/2023,Raw Pre-Rolls,Grams,679495.18,0,0,73016.45,679495.18,73016.45,3/22/2024
35468,8/27/2023,Vape Product,Each,743855.02,21318,743855.02,0,0,21318,3/22/2024
35468,8/27/2023,Kief,Milligrams,60,0,0,2000,60,2000,3/22/2024
35468,8/27/2023,Infused (edible),Each,505497.61,26283,505497.61,0,0,26283,3/22/2024
35468,8/27/2023,Buds,Grams,3186.73,0,0,525.35,3186.73,525.35,3/22/2024
35468,8/27/2023,Infused Beverage,Each,228.9,25,228.9,0,0,25,3/22/2024
35468,8/27/2023,Kief,Grams,2247.88,0,0,110,2247.88,110,3/22/2024
35468,8/27/2023,Infused (edible),Each,970,49,970,0,0,49,3/22/2024
35468,8/27/2023,Shake/Trim (by strain),Grams,49335.38,0,0,14253,49335.38,14253,3/22/2024
35468,8/27/2023,Infused Beverage,Each,218.08,19,218.08,0,0,19,3/22/2024
35468,8/27/2023,Concentrate (Each),Each,173239.44,4740,173239.44,0,0,4740,3/22/2024
35468,8/27/2023,Infused (non-edible),Each,13049.68,325,13049.68,0,0,325,3/22/2024
35468,8/27/2023,Vape Product,Each,1497.01,51,1497.01,0,0,51,3/22/2024
35468,8/27/2023,Concentrate,Grams,15247.2,0,0,449.5,15247.2,449.5,3/22/2024
35468,8/27/2023,Shake/Trim,Grams,242,0,0,77,242,77,3/22/2024
35468,8/27/2023,Infused Pre-Rolls,Grams,381.16,0,0,20,381.16,20,3/22/2024
35468,8/27/2023,Infused Beverage,Each,35484.84,5126,35484.84,0,0,5126,3/22/2024
35468,8/27/2023,Raw Pre-Rolls,Grams,1975.85,0,0,201.35,1975.85,201.35,3/22/2024
35468,8/27/2023,Immature Plants,Each,100,3,100,0,0,3,3/22/2024
35468,8/27/2023,Vape Product,Each,2965.14,87,2965.14,0,0,87,3/22/2024
35468,8/27/2023,Suppository,Each,25,1,25,0,0,1,3/22/2024
35468,8/27/2023,Raw Pre-Rolls,Grams,1363.51,0,0,126.45,1363.51,126.45,3/22/2024
35468,8/27/2023,Concentrate (Bulk),Grams,688.5,0,0,14,688.5,14,3/22/2024
35468,8/27/2023,Infused (non-edible),Each,40,1,40,0,0,1,3/22/2024
35468,8/27/2023,Infused Pre-Rolls,Grams,49,0,0,2.3,49,2.3,3/22/2024
35468,8/27/2023,Shake/Trim,Grams,42038.46,0,0,13004.5,42038.46,13004.5,3/22/2024
35468,8/27/2023,Concentrate,Grams,194,0,0,5.5,194,5.5,3/22/2024
35468,8/27/2023,Infused (edible),Each,1179.15,66,1179.15,0,0,66,3/22/2024
35468,8/27/2023,Infused Pre-Rolls,Grams,62256.96,0,0,3004.78,62256.96,3004.78,3/22/2024
35468,8/27/2023,Concentrate (Each),Each,924.26,24,924.26,0,0,24,3/22/2024
35468,8/27/2023,Shake/Trim (by strain),Grams,228,0,0,49,228,49,3/22/2024
35468,8/27/2023,Buds,Grams,7932.86,0,0,1147.5,7932.86,1147.5,3/22/2024
35503,8/28/2023,Concentrate (Each),Each,497.01,9,497.01,0,0,9,3/22/2024
35503,8/28/2023,Buds,Grams,2754.98,0,0,462,2754.98,462,3/22/2024
35503,8/28/2023,Raw Pre-Rolls,Grams,1661.5,0,0,169.75,1661.5,169.75,3/22/2024
35503,8/28/2023,Infused Pre-Rolls,Grams,136,0,0,5.6,136,5.6,3/22/2024
35503,8/28/2023,Shake/Trim (by strain),Grams,66.55,0,0,14,66.55,14,3/22/2024
35503,8/28/2023,Shake/Trim (by strain),Grams,307,0,0,70,307,70,3/22/2024
35503,8/28/2023,Infused (edible),Each,430238.47,22797,430238.47,0,0,22797,3/22/2024
35503,8/28/2023,Shake/Trim (by strain),Grams,60366.45,0,0,16446,60366.45,16446,3/22/2024
35503,8/28/2023,Vape Product,Each,1046.41,35,1046.41,0,0,35,3/22/2024
35503,8/28/2023,Infused Pre-Rolls,Grams,166.46,0,0,9,166.46,9,3/22/2024
35503,8/28/2023,Infused Beverage,Each,132.34,17,132.34,0,0,17,3/22/2024
35503,8/28/2023,Concentrate (Each),Each,163785.18,4769,163785.18,0,0,4769,3/22/2024
35503,8/28/2023,Suppository,Each,25,1,25,0,0,1,3/22/2024
35503,8/28/2023,Infused (edible),Each,1261.2,57,1261.2,0,0,57,3/22/2024
35503,8/28/2023,Vape Product,Each,2097.83,57,2097.83,0,0,57,3/22/2024
35503,8/28/2023,Infused (non-edible),Each,31.08,1,31.08,0,0,1,3/22/2024
35503,8/28/2023,Buds,Grams,5663.47,0,0,696.5,5663.47,696.5,3/22/2024
35503,8/28/2023,Vape Product,Each,735376.51,21518,735376.51,0,0,21518,3/22/2024
35503,8/28/2023,Concentrate (Bulk),Grams,585.5,0,0,22,585.5,22,3/22/2024
35503,8/28/2023,Infused Beverage,Each,26023.63,3622,26023.63,0,0,3622,3/22/2024
35503,8/28/2023,Infused Beverage,Each,123.5,12,123.5,0,0,12,3/22/2024
35503,8/28/2023,Buds,Grams,1552194.17,0,0,252288.16,1552194.17,252288.16,3/22/2024
35503,8/28/2023,Shake/Trim,Grams,276,0,0,84,276,84,3/22/2024
35503,8/28/2023,Infused Pre-Rolls,Grams,49633.8,0,0,2456.94,49633.8,2456.94,3/22/2024
35503,8/28/2023,Infused (edible),Each,1323,71,1323,0,0,71,3/22/2024
35503,8/28/2023,Shake/Trim,Grams,33763.4,0,0,10027,33763.4,10027,3/22/2024
35503,8/28/2023,Raw Pre-Rolls,Grams,640614.03,0,0,69198.05,640614.03,69198.05,3/22/2024
35503,8/28/2023,Kief,Grams,2082.21,0,0,93,2082.21,93,3/22/2024
35503,8/28/2023,Infused (non-edible),Each,10116.77,253,10116.77,0,0,253,3/22/2024
35503,8/28/2023,Concentrate,Grams,13704.08,0,0,388.5,13704.08,388.5,3/22/2024
35503,8/28/2023,Concentrate (Each),Each,972.79,25,972.79,0,0,25,3/22/2024
35503,8/28/2023,Raw Pre-Rolls,Grams,733.51,0,0,85.15,733.51,85.15,3/22/2024
35535,8/29/2023,Kief,Grams,2064.13,0,0,94,2064.13,94,3/22/2024
35535,8/29/2023,Raw Pre-Rolls,Grams,732585.92,0,0,85622.95,732585.92,85622.95,3/22/2024
35535,8/29/2023,Vape Product,Each,3474.09,102,3474.09,0,0,102,3/22/2024
35535,8/29/2023,Infused (non-edible),Each,11093.33,284,11093.33,0,0,284,3/22/2024
35535,8/29/2023,Infused Beverage,Each,29897.48,4316,29897.48,0,0,4316,3/22/2024
35535,8/29/2023,Buds,Grams,5877.33,0,0,804.5,5877.33,804.5,3/22/2024
35535,8/29/2023,Concentrate (Each),Each,544,16,544,0,0,16,3/22/2024
35535,8/29/2023,Concentrate (Each),Each,1198.5,39,1198.5,0,0,39,3/22/2024
35535,8/29/2023,Buds,Grams,1601246.9,0,0,263708.57,1601246.9,263708.57,3/22/2024
35535,8/29/2023,Suppository,Each,250.62,9,250.62,0,0,9,3/22/2024
35535,8/29/2023,Shake/Trim,Grams,34112.92,0,0,10004.5,34112.92,10004.5,3/22/2024
35535,8/29/2023,Raw Pre-Rolls,Grams,1336.6,0,0,141.9,1336.6,141.9,3/22/2024
35535,8/29/2023,Infused (edible),Each,824.67,45,824.67,0,0,45,3/22/2024
35535,8/29/2023,Infused Pre-Rolls,Grams,54849.64,0,0,2832.32,54849.64,2832.32,3/22/2024
35535,8/29/2023,Vape Product,Each,1494,47,1494,0,0,47,3/22/2024
35535,8/29/2023,Concentrate,Grams,13457.47,0,0,390,13457.47,390,3/22/2024
35535,8/29/2023,Infused Beverage,Each,138.5,22,138.5,0,0,22,3/22/2024
35535,8/29/2023,Infused (non-edible),Each,21.04,1,21.04,0,0,1,3/22/2024
35535,8/29/2023,Shake/Trim (by strain),Grams,59788.31,0,0,18314.6,59788.31,18314.6,3/22/2024
35535,8/29/2023,Concentrate (Bulk),Grams,637.5,0,0,21.5,637.5,21.5,3/22/2024
35535,8/29/2023,Buds,Grams,3560.43,0,0,622.35,3560.43,622.35,3/22/2024
35535,8/29/2023,Shake/Trim (by strain),Grams,66.55,0,0,14,66.55,14,3/22/2024
35535,8/29/2023,Vape Product,Each,748796.65,22342,748796.65,0,0,22342,3/22/2024
35535,8/29/2023,Infused Pre-Rolls,Grams,126,0,0,6.2,126,6.2,3/22/2024
35535,8/29/2023,Shake/Trim (by strain),Grams,254,0,0,70,254,70,3/22/2024
35535,8/29/2023,Shake/Trim,Grams,288,0,0,91,288,91,3/22/2024
35535,8/29/2023,Infused (edible),Each,450027.65,23696,450027.65,0,0,23696,3/22/2024
35535,8/29/2023,Raw Pre-Rolls,Grams,2071.19,0,0,209.65,2071.19,209.65,3/22/2024
35535,8/29/2023,Concentrate (Each),Each,172439.18,4996,172439.18,0,0,4996,3/22/2024
35535,8/29/2023,Immature Plants,Each,135.01,11,135.01,0,0,11,3/22/2024
35535,8/29/2023,Infused (edible),Each,1649.54,96,1649.54,0,0,96,3/22/2024
35535,8/29/2023,Infused (non-edible),Each,120,2,120,0,0,2,3/22/2024
35535,8/29/2023,Infused Beverage,Each,79.92,20,79.92,0,0,20,3/22/2024
35535,8/29/2023,Infused Pre-Rolls,Grams,286.23,0,0,20,286.23,20,3/22/2024
35535,8/29/2023,Concentrate,Grams,109,0,0,3.5,109,3.5,3/22/2024
35570,8/30/2023,Concentrate,Grams,149.25,0,0,5.5,149.25,5.5,3/22/2024
35570,8/30/2023,Raw Pre-Rolls,Grams,1219.58,0,0,102.4,1219.58,102.4,3/22/2024
35570,8/30/2023,Vape Product,Each,3073.92,85,3073.92,0,0,85,3/22/2024
35570,8/30/2023,Kief,Milligrams,30,0,0,1000,30,1000,3/22/2024
35570,8/30/2023,Infused Pre-Rolls,Grams,65099.41,0,0,3238.49,65099.41,3238.49,3/22/2024
35570,8/30/2023,Raw Pre-Rolls,Grams,2338.07,0,0,235.25,2338.07,235.25,3/22/2024
35570,8/30/2023,Buds,Grams,6570.69,0,0,971,6570.69,971,3/22/2024
35570,8/30/2023,Suppository,Each,375.41,12,375.41,0,0,12,3/22/2024
35570,8/30/2023,Infused Pre-Rolls,Grams,179,0,0,7.3,179,7.3,3/22/2024
35570,8/30/2023,Shake/Trim,Grams,36351.06,0,0,10124.5,36351.06,10124.5,3/22/2024
35570,8/30/2023,Infused Beverage,Each,158.38,14,158.38,0,0,14,3/22/2024
35570,8/30/2023,Shake/Trim (by strain),Grams,345,0,0,84,345,84,3/22/2024
35570,8/30/2023,Immature Plants,Each,40.02,3,40.02,0,0,3,3/22/2024
35570,8/30/2023,Buds,Grams,1794526.35,0,0,300175.44,1794526.35,300175.44,3/22/2024
35570,8/30/2023,Raw Pre-Rolls,Grams,733684.41,0,0,78525.75,733684.41,78525.75,3/22/2024
35570,8/30/2023,Vape Product,Each,848963.62,25134,848963.62,0,0,25134,3/22/2024
35570,8/30/2023,Buds,Grams,3382.59,0,0,570.5,3382.59,570.5,3/22/2024
35570,8/30/2023,Infused Beverage,Each,35868.69,5073,35868.69,0,0,5073,3/22/2024
35570,8/30/2023,Concentrate,Grams,17664.3,0,0,542,17664.3,542,3/22/2024
35570,8/30/2023,Infused (non-edible),Each,40,1,40,0,0,1,3/22/2024
35570,8/30/2023,Concentrate (Each),Each,957.47,28,957.47,0,0,28,3/22/2024
35570,8/30/2023,Infused (non-edible),Each,11882.57,296,11882.57,0,0,296,3/22/2024
35570,8/30/2023,Infused Pre-Rolls,Grams,230.51,0,0,13,230.51,13,3/22/2024
35570,8/30/2023,Vape Product,Each,1777.6,55,1777.6,0,0,55,3/22/2024
35570,8/30/2023,Concentrate (Each),Each,491,11,491,0,0,11,3/22/2024
35570,8/30/2023,Shake/Trim (by strain),Grams,63047.19,0,0,19407.3,63047.19,19407.3,3/22/2024
35570,8/30/2023,Infused (edible),Each,506023.57,26383,506023.57,0,0,26383,3/22/2024
35570,8/30/2023,Infused (edible),Each,1408.57,83,1408.57,0,0,83,3/22/2024
35570,8/30/2023,Shake/Trim,Grams,199,0,0,56,199,56,3/22/2024
35570,8/30/2023,Concentrate (Bulk),Grams,525.5,0,0,13.5,525.5,13.5,3/22/2024
35570,8/30/2023,Shake/Trim (by strain),Grams,150,0,0,35,150,35,3/22/2024
35570,8/30/2023,Concentrate (Each),Each,191417.42,5585,191417.42,0,0,5585,3/22/2024
35570,8/30/2023,Kief,Grams,1918.84,0,0,82.6,1918.84,82.6,3/22/2024
35570,8/30/2023,Infused (edible),Each,1116,61,1116,0,0,61,3/22/2024
35570,8/30/2023,Infused Beverage,Each,142,13,142,0,0,13,3/22/2024
35570,8/30/2023,Concentrate,Milligrams,120,0,0,1500,120,1500,3/22/2024
35606,8/31/2023,Infused (edible),Each,615637.13,32593,615637.13,0,0,32593,3/22/2024
35606,8/31/2023,Infused (non-edible),Each,136.35,4,136.35,0,0,4,3/22/2024
35606,8/31/2023,Concentrate (Each),Each,212481.85,5780,212481.85,0,0,5780,3/22/2024
35606,8/31/2023,Vape Product,Each,968349.84,29220,968349.84,0,0,29220,3/22/2024
35606,8/31/2023,Concentrate (Each),Each,736.53,24,736.53,0,0,24,3/22/2024
35606,8/31/2023,Shake/Trim,Grams,258.8,0,0,77,258.8,77,3/22/2024
35606,8/31/2023,Vape Product,Each,3536.89,104,3536.89,0,0,104,3/22/2024
35606,8/31/2023,Shake/Trim (by strain),Grams,372.55,0,0,98,372.55,98,3/22/2024
35606,8/31/2023,Shake/Trim (by strain),Grams,69036,0,0,21153.2,69036,21153.2,3/22/2024
35606,8/31/2023,Infused (non-edible),Each,12901.77,375,12901.77,0,0,375,3/22/2024
35606,8/31/2023,Concentrate (Bulk),Grams,936.5,0,0,21.5,936.5,21.5,3/22/2024
35606,8/31/2023,Raw Pre-Rolls,Grams,1116.8,0,0,119.45,1116.8,119.45,3/22/2024
35606,8/31/2023,Immature Plants,Each,20,2,20,0,0,2,3/22/2024
35606,8/31/2023,Concentrate,Grams,19815.14,0,0,576.5,19815.14,576.5,3/22/2024
35606,8/31/2023,Infused Beverage,Each,54.2,9,54.2,0,0,9,3/22/2024
35606,8/31/2023,Infused (edible),Each,1350.6,67,1350.6,0,0,67,3/22/2024
35606,8/31/2023,Infused Pre-Rolls,Grams,77354.45,0,0,3882.47,77354.45,3882.47,3/22/2024
