id,licenseNumber,licenseStatus,licenseTerm,licenseType,licenseDesignation,issueDate,expirationDate,licenseStatusDate,businessLegalName,businessDbaName,businessOwnerName,businessStructure,activity,premiseStreetAddress,premiseCity,premiseState,premiseCounty,premiseZipCode,businessEmail,businessPhone,parcelNumber,PremiseLatitude,PremiseLongitude
16943,C10-0001259-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,4/11/2023 0:00,4/10/2025 0:00,4/11/2023 0:00,Capo Enterprises LLC,Marina Greens,"DeShawn Davis, Regan Caponi",Limited Liability Company,Data Not Available,3109 Fillmore St,San Francisco,CA,San Francisco,94123,Fillmoreco@aol.Com,(415) 710-0993,Data Not Available,37.798178,-122.435988
16944,C10-0001260-LIC,Active,Annual,Commercial -  Retailer,Adult-Use,4/13/2023 0:00,4/12/2024 0:00,4/13/2023 0:00,Westwood  Cannabis  Stop LLC,Westwood Cannabis Stop LLC,Raviinder Sandhu,Limited Liability Company,Data Not Available,671585 Highway 36,Westwood,CA,Lassen,96137,Raviindersandhu06@gmail.Com,(530) 360-0077,Data Not Available,40.3154413,-120.9927005
16945,C10-0001261-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,4/13/2023 0:00,4/12/2025 0:00,4/13/2023 0:00,"The Blakerie, LLC",THE BLAKERIE,"Blake Taylor, Gina Beringhele, Peter Sobat",Limited Liability Company,Data Not Available,915 Venice Blvd,Los Angeles,CA,Los Angeles,90015,Peter@thebakeriela.Com,(310) 614-9352,Data Not Available,34.040193,-118.275564
16946,C10-0001262-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,4/17/2023 0:00,4/16/2025 0:00,4/17/2023 0:00,"Culture Stanton Store, Inc.",Culture Cannabis Club,"CHRIS FRANCY, DEVON JULIAN, Julie Le",Corporation,Data Not Available,10762 Chestnut Ave,Stanton,CA,Orange,90680,Julie@culturecannabisclub.Com,(619) 277-2827,Data Not Available,33.8060797,-117.9918418
16947,C10-0001263-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,4/19/2023 0:00,4/18/2024 0:00,4/19/2023 0:00,Happy Port Industries,OFF THE CHARTS PCH,"Moises Estrada, Norman Yousif",Corporation,Data Not Available,1300 Pacific Coast Hwy,Harbor City,CA,Los Angeles,90710,Normanyousif11@gmail.Com,(619) 955-9433,Data Not Available,33.7892088,-118.3001444
16948,C10-0001264-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,4/20/2023 0:00,4/19/2025 0:00,4/20/2023 0:00,Haven #5 LLC,Haven Cannabis Marijuana and Weed Dispensary - Orange County,"Mark Simonian, Michael Simonian",Limited Liability Company,Data Not Available,8260 Monroe Ave,Stanton,CA,Orange,90680,Licensing@nextgenenterprises.Biz,(562) 280-7414,Data Not Available,33.805104,-117.988508
16949,C10-0001265-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,4/20/2023 0:00,4/19/2024 0:00,4/20/2023 0:00,Grass Valley Provisions LLC,Grass Valley Provision,"Blake Heauser, Cameron Brady, Jonathan Hogander, Juan Garcia, Ryan Haley",Limited Liability Company,Data Not Available,403 Idaho Maryland Rd,Grass Valley,CA,Nevada,95945,Cameron@ingrambrady.Com,(530) 432-1996,Data Not Available,39.2233,-121.047638
16950,C10-0001266-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,4/21/2023 0:00,4/20/2024 0:00,4/21/2023 0:00,"March And Ash Sabre Springs, Inc.",March and Ash,"Blake Marchand, Courtney Chamberlin, Gregory Darling, Jonathan Saco",Corporation,Data Not Available,13510 Sabre Springs Pkwy,San Diego,CA,San Diego,92128,Bret@marchandash.Com,(618) 241-2468,Data Not Available,32.962447,-117.092158
16978,C10-0001267-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,4/21/2023 0:00,4/20/2025 0:00,4/21/2023 0:00,Emerald City Organics Inc.,KUSH REPUBLIC. KLOUDS,"David Shahnazarian, ELIAS ABGINESAZ",Corporation,Data Not Available,353 Jefferson Blvd E,Los Angeles,CA,Los Angeles,90011,Thchealing@att.Net,(818) 738-8960,Data Not Available,34.016835,-118.267655
16902,C10-0001268-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,4/24/2023 0:00,4/23/2024 0:00,4/24/2023 0:00,Lamarr House LLC,House of Trees,Lamarr House,Limited Liability Company,Data Not Available,4901 Topanga Canyon Blvd,Woodland HLS,CA,Los Angeles,91364,Drowatts@gmail.Com,(310) 310-1567,Data Not Available,34.157032,-118.606103
16903,C10-0001269-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,4/26/2023 0:00,4/25/2024 0:00,4/26/2023 0:00,Shryne Corona LLC,STIIIZY Corona,"Gregory Fink, James Kim, Jesse Ramirez, Susan Hoy, Tak Sato",Limited Liability Company,Data Not Available,1365 6th St E,Corona,CA,Riverside,92879,Licensing@shrynegroup.Com,(213) 567-4201,Data Not Available,33.874717,-117.542252
16904,C10-0001270-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,4/26/2023 0:00,4/25/2024 0:00,4/26/2023 0:00,Coastal Wellness,COASTAL CANNABIS,"Amie McCabe, Michael Mellano, Richard Schaper",Corporation,Data Not Available,1084 La Mirada Ct,Vista,CA,San Diego,92081,Mmmellano@gmail.Com,(760) 734-7081,Data Not Available,33.15231,-117.227956
16905,C10-0001271-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/1/2023 0:00,4/30/2024 0:00,5/1/2023 0:00,Jlk Legacy Inc.,JLK LEGACY INC.,"Jesse Callier Jr., Lindsay Callier",Corporation,Data Not Available,5305 Vermont Ave S,Los Angeles,CA,Los Angeles,90037,Jesse@jlklegacy.Com,(866) 478-4982,Data Not Available,33.99385,-118.291776
16906,C10-0001272-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/1/2023 0:00,4/30/2025 0:00,5/1/2023 0:00,Ava Hart Corporation,Ava Hart,"Avetik Harutunian, Tamara Sourakli, Vahagn Harutyunyan",Corporation,Data Not Available,4156 Verdugo Rd,Los Angeles,CA,Los Angeles,90065,Avoharutunian@gmail.Com,(702) 332-1452,Data Not Available,34.126719,-118.23158
16907,C10-0001273-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/3/2023 0:00,5/2/2025 0:00,5/3/2023 0:00,Obsidian Sf LLC,Obsidian Dispensary,Alexander Asefaw,Limited Liability Company,Data Not Available,1017 Divisadero St,San Francisco,CA,San Francisco,94115,Obsidiandispensary@gmail.Com,(415) 610-3703,Data Not Available,37.778962,-122.438937
16908,C10-0001274-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/3/2023 0:00,5/2/2024 0:00,5/3/2023 0:00,La Flor LLC,LA FLOR LLC,"Cecilia Preza, Jason  McKnight",Limited Liability Company,Data Not Available,1858 Echo Park Ave,Los Angeles,CA,Los Angeles,90026,Cspreza@gmail.Com,(323) 308-9959,Data Not Available,34.085281,-118.252535
16909,C10-0001275-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/3/2023 0:00,5/2/2025 0:00,5/3/2023 0:00,Poetree Inc.,Poetree,"Linda Lee, Sang Lee",Corporation,Data Not Available,2903 Western Ave S,Los Angeles,CA,Los Angeles,90018,Tlee@novoslawLLP.Com,(323) 702-2922,Data Not Available,34.03038025,-118.3176804
16910,C10-0001276-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/3/2023 0:00,5/2/2024 0:00,5/3/2023 0:00,Atmj Corporation,HOMAGE,"Amir Gresham, John Lee, Michael Bai, Tony Kim",Corporation,Data Not Available,1032 Western Ave S,Los Angeles,CA,Los Angeles,90006,A.V.G@icloud.Com,(213) 866-8067,Data Not Available,34.05157,-118.308785
16911,C10-0001277-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/4/2023 0:00,5/3/2024 0:00,5/4/2023 0:00,982 Western LLC,BOOM,LILIANA RAMIREZ,Limited Liability Company,Data Not Available,8459 Broadway S,Los Angeles,CA,Los Angeles,90003,Liliana.Zerimar@gmail.Com,(818) 974-7423,Data Not Available,33.961568,-118.278655
16912,C10-0001278-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/5/2023 0:00,5/4/2024 0:00,5/5/2023 0:00,Access Costa Mesa,access costa mesa,"Chase Dewyke, David De Wyke, Mason Dewyke",Corporation,Data Not Available,2001 Harbor Blvd,Costa Mesa,CA,Orange,92627,Accesscostamesa@gmail.Com,(714) 686-5001,Data Not Available,33.647097,-117.919776
16913,C10-0001279-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/8/2023 0:00,5/7/2024 0:00,5/8/2023 0:00,"Cwd Alliance, LLC",Xzibit's West Coast Cannabis,"Cameron  Hart, Danny Abdelmalak, William  Kamar",Limited Liability Company,Data Not Available,641 Sepulveda Blvd N,Los Angeles,CA,Los Angeles,90049,CwdallianceLLC@gmail.Com,(310) 560-9428,Data Not Available,34.076836,-118.469043
16914,C10-0001280-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/9/2023 0:00,5/8/2024 0:00,5/9/2023 0:00,"Gold Benzo Alliance, LLC","GOLD BENZO ALLIANCE, LLC","Anibal Mejia, Danny Abdelmalak",Limited Liability Company,Data Not Available,"3700 W. Olympic Blvd, #201",Los Angeles,CA,Los Angeles,90019,Goldbenzoalliance@gmail.Com,(310) 560-9428,Data Not Available,34.052995,-118.319153
16915,C10-0001281-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/9/2023 0:00,5/8/2024 0:00,5/9/2023 0:00,"The Evergreen Market (Turlock), Inc.",The Evergreen Market,"Arne Nelson, Eric Gaston, Jeffrey Anderson",Corporation,Data Not Available,101 Glenwood Ave E,Turlock,CA,Stanislaus,95380,Arne@theevergreenmarket.Com,(206) 852-7155,Data Not Available,37.476074,-120.848399
16916,C10-0001282-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/12/2023 0:00,5/11/2024 0:00,5/12/2023 0:00,Arusto Holdings LLC,Z-WORLD,"Anahit Arustamyan, RUZANNA KAPLANYAN",Limited Liability Company,Data Not Available,4050 Verdugo Rd,Los Angeles,CA,Los Angeles,90065,Anahitarustamyan@yahoo.Com,(818) 488-4343,Data Not Available,34.124315,-118.231225
16917,C10-0001283-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/12/2023 0:00,5/11/2024 0:00,5/12/2023 0:00,Divino Tessera LLC,1130nafide,"Andrea Viau, Lemond Scurlark",Limited Liability Company,Data Not Available,7570 San Fernando Rd,Sun Valley,CA,Los Angeles,91352,Tesseradivino@gmail.Com,(310) 350-1650,Data Not Available,34.209363,-118.353557
16918,C10-0001284-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/12/2023 0:00,5/11/2024 0:00,5/12/2023 0:00,Fgs Group LLC,FGS Group LLC,"Arrion Jafari, Chauncey Leopardi, Dietrich  Brown, Edouard Semerdjian, Sean Costanza",Limited Liability Company,Data Not Available,20505 Roscoe Blvd,Winnetka,CA,Los Angeles,91306,Vrarrion@gmail.Com,(818) 795-5046,Data Not Available,34.220455,-118.580277
16919,C10-0001285-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/12/2023 0:00,5/11/2024 0:00,5/12/2023 0:00,"19841 Ventura And Hope, LLC","19841 Ventura and Hope, LLC",Rafeal Heron,Limited Liability Company,Data Not Available,19841 Ventura Blvd,Woodland HLS,CA,Los Angeles,91364,Rafealhenderson072@gmail.Com,(714) 273-1308,Data Not Available,34.172552,-118.565369
16920,C10-0001286-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/12/2023 0:00,5/11/2024 0:00,5/12/2023 0:00,Peace And Love LLC,Peace and love LLC,"DANIEL SOSA, Jamie Rodriguez",Limited Liability Company,Data Not Available,12235 Wilshire Blvd,Los Angeles,CA,Los Angeles,90025,Tiffanymothernature@gmail.Com,(206) 851-8188,Data Not Available,34.043082,-118.469189
16921,C10-0001287-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/12/2023 0:00,5/11/2024 0:00,5/12/2023 0:00,Geemak Inc,CRTFD,"FATIMA DE LEON, Gus Makridis",Corporation,Data Not Available,5255 Adams Blvd W,Los Angeles,CA,Los Angeles,90016,Gusmak323@gmail.Com,(323) 956-9894,Data Not Available,34.03264,-118.356863
16922,C10-0001288-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/12/2023 0:00,5/11/2024 0:00,5/12/2023 0:00,Noa Poppy LLC,BROCCOLI CANNABIS,"Byron Butcher, Isaac Shomer, Vitaly Mekk",Limited Liability Company,Data Not Available,6000 Venice Blvd,Los Angeles,CA,Los Angeles,90034,Yonishomer@gmail.Com,(818) 943-7262,Data Not Available,34.02756882,-118.4006577
16923,C10-0001289-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/12/2023 0:00,5/11/2024 0:00,5/12/2023 0:00,"Neighborhood Healings, LLC","NEIGHBORHOOD HEALINGS, LLC",Andres Epps,Limited Liability Company,Data Not Available,1555 Westwood Blvd,Los Angeles,CA,Los Angeles,90024,Andresepps004@gmail.Com,(323) 274-8921,Data Not Available,34.052963,-118.440144
16924,C10-0001290-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/12/2023 0:00,5/11/2024 0:00,5/12/2023 0:00,The Reserve Collective Cooperative Corporation,Urban Smoke Dispensary,"DaJuan  Houston, Laura Potter",Corporation,Data Not Available,9014 Broadway S,Los Angeles,CA,Los Angeles,90003,Laura@thereservecollective.Com,(619) 453-7002,Data Not Available,33.954236,-118.277875
17026,C10-0001291-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/13/2023 0:00,5/12/2025 0:00,5/13/2023 0:00,"High-Land Cannabis, LLC","High-Land Cannabis, LLC","Anna  Davtyan, Artur Saakyan",Limited Liability Company,Data Not Available,1344 N Highland Ave,Los Angeles,CA,Los Angeles,90028,Arturstone12@gmail.Com,(323) 620-2595,Data Not Available,34.095705,-118.33838
16666,C10-0001292-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/15/2023 0:00,5/14/2024 0:00,5/15/2023 0:00,"Vineyard Retail, LLC",Legendary Organics,"Benjamin Friedman, Matthew Abrams, Michael Allen, Ned Davis, Patrick Spillane, Tony Brown",Limited Liability Partnership,Data Not Available,2561 Vineyard Ave E,Oxnard,CA,Ventura,93036,Michael@legendaryorganics.Com,(818) 309-3768,Data Not Available,34.234422,-119.172052
16667,C10-0001293-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/15/2023 0:00,5/14/2024 0:00,5/15/2023 0:00,"Bakery Sf Ii, LLC",Dr. Greenthumb's San Francisco,"Alexander Kardos, Brandon Johnson, Daniel Firtel, Michael  Kramer, Ryan Johnson, Thomas Linovitz",Limited Liability Company,Data Not Available,468 Geary St,San Francisco,CA,San Francisco,94102,Licensing@trp.Co,(714) 448-3649,Data Not Available,37.787185,-122.410997
16668,C10-0001294-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/16/2023 0:00,5/15/2024 0:00,5/16/2023 0:00,"A&E Green Solutions, Inc.",Union Cannabis Club,"Edwin Galley, Khader ElShawa",Corporation,Data Not Available,2030 Union St,San Francisco,CA,San Francisco,94123,Alshawa0712@gmail.Com,(415) 509-8664,Data Not Available,37.797655,-122.432706
16669,C10-0001295-LIC,Active,Annual,Commercial -  Retailer,Adult-Use,5/17/2023 0:00,5/16/2024 0:00,5/17/2023 0:00,Antler Retail Inc.,Bigcloudz,abraham mishal,Corporation,Data Not Available,66328 Pierson Blvd,DSRT Hot SPGS,CA,Riverside,92240,Bigcloudz13@gmail.Com,(760) 760-4339,Data Not Available,33.9617833,-116.5043883
16670,C10-0001296-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/18/2023 0:00,5/17/2024 0:00,5/18/2023 0:00,"Septum Group, LLC",1130nafide,"Andranik Badalian, William Arian",Limited Liability Company,Data Not Available,7235 Clybourn Ave,Sun Valley,CA,Los Angeles,91352,Theseptumgroup@gmail.Com,(323) 387-4843,Data Not Available,34.202295,-118.362654
16671,C10-0001297-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/18/2023 0:00,5/17/2024 0:00,5/18/2023 0:00,Highology LLC,HIGHOLOGY LLC,"Chonise  Bullock, SERENA BELL, Tawaina  Wiggins",Limited Liability Company,Data Not Available,2806 Florence Ave W,Los Angeles,CA,Los Angeles,90043,Mssbell2000@yahoo.Com,(818) 795-2629,Data Not Available,33.974295,-118.323938
16672,C10-0001298-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/19/2023 0:00,5/18/2024 0:00,5/19/2023 0:00,Hollister Distribution Inc,Hollister Distribution Inc,"Marc Bohbot, Steven Bohbot",Corporation,Data Not Available,5631 Calle Real,Goleta,CA,Santa Barbara,93117,Steven@thestandardoil.Com,(310) 710-4666,Data Not Available,34.440894,-119.820798
16673,C10-0001299-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/19/2023 0:00,5/18/2024 0:00,5/19/2023 0:00,"Imperia Holdings, LLC",Backpackboyz Hollywood,Alan Artunian,Limited Liability Company,Data Not Available,7677 Sunset Blvd W,Los Angeles,CA,Los Angeles,90046,Alanartunian@gmail.Com,(323) 816-8116,Data Not Available,34.098321,-118.356848
16674,C10-0001300-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/22/2023 0:00,5/21/2024 0:00,5/22/2023 0:00,Culture Club Corporate Enterprise,Culture Cannabis Club,"CHRIS FRANCY, Devon Julian, JULIE LE",Corporation,Data Not Available,1440 Concord Ave,Concord,CA,Contra Costa,94520,Devon@culturecannabisclub.Com,(619) 277-2827,Data Not Available,37.978878,-122.045754
16675,C10-0001301-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/25/2023 0:00,5/24/2024 0:00,5/25/2023 0:00,"Green Pen, LLC",CANNABIS 21+,"Sean St. Peter, Tara St. Peter",Limited Liability Company,Data Not Available,353 College Ave,Santa Rosa,CA,Sonoma,95401,Sean_Stpeter@yahoo.Com,(619) 618-8139,Data Not Available,38.445956,-122.720599
16676,C10-0001302-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/26/2023 0:00,5/25/2024 0:00,5/26/2023 0:00,"Wall Street Farms, LLC",Eddie's Exotics,Edwin Kohen,Limited Liability Company,Data Not Available,109 E 101 St,Los Angeles,CA,Los Angeles,90003,Wallstreetfarmsco@gmail.Com,(310) 980-2611,Data Not Available,33.944783,-118.273691
16677,C10-0001303-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/26/2023 0:00,5/25/2025 0:00,5/26/2023 0:00,Southern California Flower Company LLC,Data Not Available,"Cindy  Castillo, Daniel Shon",Limited Liability Company,Data Not Available,3401 8th St W,Los Angeles,CA,Los Angeles,90005,Nick@borednstone.Com,(917) 699-5250,Data Not Available,34.05785,-118.303399
16678,C10-0001304-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/27/2023 0:00,5/26/2024 0:00,5/27/2023 0:00,Ceremony Dispensary #01,Ceremony Dispensary #01,"Joshua Fhima, JOSHUA TOCKERMAN, SOL LEVITT",Corporation,Data Not Available,19707 Nordhoff St,Northridge,CA,Los Angeles,91324,Jmfhima@gmail.Com,(424) 394-7776,Data Not Available,34.232244,-118.562837
16679,C10-0001305-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/30/2023 0:00,5/29/2024 0:00,5/30/2023 0:00,Authentic Fresno Willow LLC,TBD,"Gregory Fink, James Kim, Susan Hoy, Tak Sato",Limited Liability Company,Data Not Available,6929 Willow Ave N,Fresno,CA,Fresno,93710,Licensing@shrynegroup.Com,(213) 567-4201,Data Not Available,36.837259,-119.731197
16680,C10-0001306-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/30/2023 0:00,5/29/2024 0:00,5/30/2023 0:00,Gold Flora Partners Corona LLC,King's Crew,"Daniel Thompson, Greg Gamet, Laurie Holcomb Thompson",Limited Liability Company,Data Not Available,127 Radio Rd,Corona,CA,Riverside,92879,Greg@goldflora.Com,(720) 352-2380,Data Not Available,33.875024,-117.542578
16681,C10-0001307-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/30/2023 0:00,5/29/2024 0:00,5/30/2023 0:00,Dopemates La,DopeMates LA,"John Buckmaster, Rahim Samadian",Corporation,Data Not Available,11040 Santa Monica Blvd,Los Angeles,CA,Los Angeles,90025,Dopematesla@gmail.Com,(615) 525-5586,Data Not Available,34.089078,-118.376073
16682,C10-0001308-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/30/2023 0:00,5/29/2024 0:00,5/30/2023 0:00,La Flora Organica,La Flora Organica,"Andrew Hernandez Sr, Genet Walden",Corporation,Data Not Available,515 Vernon Ave E,Los Angeles,CA,Los Angeles,90011,Andrew.Hernandez@workforceenterprises.Net,(909) 727-6876,Data Not Available,34.004255,-118.265817
16683,C10-0001309-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/30/2023 0:00,5/29/2024 0:00,5/30/2023 0:00,Eastern Sereno Group Inc.,Eastern Sereno Group Inc.,"Anthony Ricci, Vania Zadouri, Watschel Zadouri",Corporation,Data Not Available,1201 Mission Rd N,Los Angeles,CA,Los Angeles,90033,Vzadouri@gmail.Com,(818) 281-2674,Data Not Available,34.062213,-118.21251
16684,C10-0001310-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/30/2023 0:00,5/29/2024 0:00,5/30/2023 0:00,Mecca Hospitality Group LLC,Mecca Hospitality Group LLC,"Emily  Ashba, Noelle Byers-Frontz, Steve Weber",Limited Liability Company,Data Not Available,6609 Santa Monica Blvd,Los Angeles,CA,Los Angeles,90038,Noellefrontz@gmail.Com,(323) 496-9041,Data Not Available,34.091132,-118.333513
16685,C10-0001311-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/30/2023 0:00,5/29/2024 0:00,5/30/2023 0:00,"La Greenplanet, LLC",None,"Luis Castillo Machado, Minerva Witron",Limited Liability Partnership,Data Not Available,1502 Manchester Ave W,Los Angeles,CA,Los Angeles,90047,Luiscm2525@yahoo.Com,(323) 384-2435,Data Not Available,33.959827,-118.302701
16686,C10-0001312-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/30/2023 0:00,5/29/2024 0:00,5/30/2023 0:00,Annie Mae LLC,ANNIE MAE LLC,"Henry Torosyan, Ricky Ross, Scott Lambert",Limited Liability Company,Data Not Available,9074 De Garmo Ave,Sun Valley,CA,Los Angeles,91352,Rickydross1960@gmail.Com,(310) 367-9533,Data Not Available,34.234404,-118.373074
16687,C10-0001313-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,5/30/2023 0:00,5/29/2024 0:00,5/30/2023 0:00,Hwood California LLC,HWOOD CALIFORNIA LLC,"Kazem Moghim, Rigoberto Delgadillo",Limited Liability Company,Data Not Available,1503 Mariposa Ave N,Los Angeles,CA,Los Angeles,90027,Ops@hwoodcalifornia.Com,(310) 951-0009,Data Not Available,34.09878813,-118.299485
16688,C10-0001314-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/31/2023 0:00,5/30/2024 0:00,5/31/2023 0:00,Corona Wellness LLC,Off the Charts,"Angad Pasricha, Norman Yousif, Sean  Maddocks",Limited Liability Company,Data Not Available,130 Industrial Way,Corona,CA,Riverside,92882,Normanyousif11@gmail.Com,(619) 955-9433,Data Not Available,33.884018,-117.592207
16813,C10-0001315-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,5/31/2023 0:00,5/30/2024 0:00,5/31/2023 0:00,"Moreno Valley Retail, LLC",High Season,James Previti,Limited Liability Company,Data Not Available,25910 Iris Ave,Moreno Valley,CA,Riverside,92551,Compliance@shophighseason.Com,(929) 292-7370,Data Not Available,33.891719,-117.209202
16814,C10-0001316-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use,5/31/2023 0:00,5/30/2024 0:00,5/31/2023 0:00,Colorado Blvd Partners  LLC,CLOUDI CANNABIS,"Daniel Wise, Jim Sullivan, Mary Witherspoon",Limited Liability Company,Data Not Available,1731 Colorado Blvd,Los Angeles,CA,Los Angeles,90041,Danny@malibucc.Club,(512) 745-3242,Data Not Available,34.139706,-118.205835
16815,C10-0001317-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/2/2023 0:00,6/1/2024 0:00,6/2/2023 0:00,Hpc Of Oxnard LLC,HPC,"Beth Thuna, Luis Castaneda, Nicole Fox, Sandy Dunne, Sean Frank",Limited Liability Company,Data Not Available,360 Esplanade Dr W,Oxnard,CA,Ventura,93036,Beth@420hpc.Com,(805) 874-3151,Data Not Available,34.233998,-119.179298
16816,C10-0001318-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/6/2023 0:00,6/5/2024 0:00,6/6/2023 0:00,Kja Granada Hills LLC,Elevate Granada Hills,"Jesse Frierson, Kevin Krivitsky",Limited Liability Company,Data Not Available,10721 Lindley Ave,Granada Hills,CA,Los Angeles,91344,Kja@elevatecannabiscompany.Com,(818) 404-3915,Data Not Available,34.265152,-118.527551
16817,C10-0001319-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/6/2023 0:00,6/5/2024 0:00,6/6/2023 0:00,Cm Coastal LLC,Secret Garden,"Christopher Kopitch, David  Diaz, Matthew Cox",Limited Liability Company,Data Not Available,2664 Newport Blvd,Costa Mesa,CA,Orange,92627,Cksurfboards@sbcglobal.Net,(949) 322-1423,Data Not Available,33.65568712,-117.9041193
16818,C10-0001320-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/7/2023 0:00,6/6/2024 0:00,6/7/2023 0:00,"Zzz Enterprises, Inc.","ZZZ ENTERPRISES, INC.","HARUTUN KOCHEKYAN, SARO MAILYAN",Corporation,Data Not Available,4006 Eagle Rock Blvd,Los Angeles,CA,Los Angeles,90065,Zzzenterprises1212@gmail.Com,(818) 826-3535,Data Not Available,34.119885,-118.228282
16819,C10-0001321-LIC,Active,Provisional,Commercial -  Retailer,Adult-Use and Medicinal,6/7/2023 0:00,6/6/2024 0:00,6/7/2023 0:00,Se Retail 1 LLC,Traditional,"Aaron Mamann, Mark Dillon, Samantha Tabak",Limited Liability Company,Data Not Available,6200 Manchester Ave W,Westchester,CA,Los Angeles,90045,Markhdillon2@gmail.Com,(562) 459-5166,Data Not Available,33.959606,-118.393723
16820,C10-0001322-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/9/2023 0:00,6/8/2024 0:00,6/9/2023 0:00,Stony Point Wellness LLC,Stony Point Wellness LLC,Eric Yust,Limited Liability Company,Data Not Available,411 Stony Point Rd,Santa Rosa,CA,Sonoma,95401,Spwsantarosa@gmail.Com,(707) 343-8559,Data Not Available,38.4320867,-122.7424867
16821,C10-0001323-LIC,Active,Annual,Commercial -  Retailer,Adult-Use and Medicinal,6/12/2023 0:00,6/11/2024 0:00,6/12/2023 0:00,E7 Oakland LLC,E7 OAKLAND LLC,Robert Divito,Limited Liability Company,Data Not Available,2054 Mountain Blvd,Oakland,CA,Alameda,94611,Robert@e7ca.Com,(424) 285-0088,Data Not Available,37.826608,-122.209189
