,application_status,license_type,APPLICATION_CLASSIFICATION,APPLICATION_CLASSIFICATION-1,APPLICATION_CLASSIFICATION-2,APPROVED_LICENSE_TYPE,Approved_License_Stages,commence_operations_date,lic_status,license_number,business_name,establishment_city,establishment_zipcode,BUSINESS_EMAIL,BUSINESS_PHONE,business_address_1,business_address_2,business_city,business_state,business_zipcode,geocoded_county,geocoded_address,mailing_address_1,mailing_address_2,mailing_city,mailing_state,mailing_zipcode,EIN_TIN,APPLICATION_NUMBER,SUBMITTED_DATE,FIRST_COMPLIANCE_REVIEW_DATE,LIC_FEE_PAYMENT_SUBMITTED_DATE,PRIORITY,FEE_WAIVER_REQUEST,FEE_WAIVER_EE_OR_SE_NUMBER,EE_PRIORITY_STATUS,EE_PRIORITY_NUMBER_FROM_ACCOUNT,EE_PRIORITY_NUMBER_FROM_APPLICATION,RMD_PRIORITY_STATUS,RMD_PRIORITY_NUMBER_FROM_ACCOUNT,RMD_PRIORITY_NUMBER_FROM_APPLICATION,dbe,cultivation_environment,cultivation_tier,cnb_dt_of_final_licensure,APPLICATION_CREATED_DATE,CNB_DEEMED_COMPLETE_DATE,APPLICATION_APPROVED_DATE,LIC_START_DATE,LIC_EXPIRATION_DATE,PMT_AMOUNT,LIC_FEE_AMOUNT,ZIP,Town,county,county_lat,county_long,Region,ESTABLISHMENT_ADDRESS_2,establishment_state,latitude,longitude,APPROVED_SE_NUMBER,CCCLastUpdated
153,APPROVED,Craft Marijuana Cooperative,Expedited Review - License Type,Expedited,License Type,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,CO281452,Mass Cannabis Growers Cooperative,,,brandonamosgates@gmail.com,413-570-5673,62 Main St - Bldg #3,,Hatifled,MA,1038,,POINT (-71.489592 42.15652),PO Box 704,,Hatfield,MA,1038,84-2079381,CON281452,Fri Jun 18 2021 14:34:32 GMT-0400 (Eastern Daylight Time),Wed Dec 09 2020 12:49:03 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,Not a DBE,Indoor,"Tier 03: 10,001 to 20,000 sq. ft",,Mon Jun 10 2019 15:03:22 GMT-0400 (Eastern Daylight Time),Fri Jun 25 2021 14:29:28 GMT-0400 (Eastern Daylight Time),Fri Sep 17 2021 12:30:31 GMT-0400 (Eastern Daylight Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Sun Mar 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),600,5000,,,,,,,,MA,42.15652,-71.489592,,3/22/24
154,APPROVED,Marijuana Product Manufacturer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,8/23/19,COMPLETE,MP281508,"Commcan, Inc.",Medway,2053,ellen@rosenfeld-law.com,508-376-2041,2 Marc Road,,Medway,MA,2053,POINT (-71.15444 42.199156),POINT (-71.395548 42.1589030),730 Main Street Suite 2A,,Millis,MA,2054,47-4619040,MPN281508,Mon Nov 19 2018 18:06:56 GMT-0500 (Eastern Standard Time),Tue Nov 06 2018 00:00:00 GMT-0500 (Eastern Standard Time),Tue Jan 29 2019 13:05:13 GMT-0500 (Eastern Standard Time),TRUE,,,,,,APPROVED,RP201907,RPA201907,Not a DBE,,,Thu Apr 25 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Oct 11 2018 13:35:59 GMT-0400 (Eastern Daylight Time),Mon Nov 26 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Jan 24 2019 15:54:58 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Mar 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300,5000,2053,Medway,Norfolk,42.199156,-71.15444,Central MA,,MA,42.158903,-71.395548,,3/22/24
155,APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5943,Teddy's Veggie Farm LLC,,,Teddy@TeddysVeggies.com,508-499-0444,203 Greenville Street,,Spencer,MA,1562,,,203 Greenville Street,,Spencer,MA,1562,83-0794085,PMDA5943,Fri Feb 18 2022 08:54:15 GMT-0500 (Eastern Standard Time),Tue Feb 08 2022 14:20:13 GMT-0500 (Eastern Standard Time),,,,SE304749,,,,,,,Minority-Owned Business,,,,Tue Oct 05 2021 23:33:05 GMT-0400 (Eastern Daylight Time),Fri Mar 04 2022 14:37:53 GMT-0500 (Eastern Standard Time),Fri Mar 04 2022 14:38:05 GMT-0500 (Eastern Standard Time),Fri Mar 04 2022 03:00:00 GMT-0500 (Eastern Standard Time),Mon Mar 04 2024 03:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,MA,,,SE304749,3/22/24
156,APPROVED,Marijuana Retailer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL CONSIDERATION,PROVISIONAL CONSIDERATION,,PAYMENT_PENDING,MR284973,Herbal Power LLC,Boston,2116,herbalpowermcse@gmail.com,857-236-0085,329 Columbus Avenue,Unit 1,Boston,MA,2116,POINT (-71.073493 42.334948),POINT (-71.075098 42.3463300),78 Zeigler Street,,Roxbury,MA,2119,87-3104706,MRN284973,Fri Sep 01 2023 14:18:50 GMT-0400 (Eastern Daylight Time),Fri Jul 07 2023 14:18:56 GMT-0400 (Eastern Daylight Time),,,yes,SE304406,,,,,,,Not a DBE,,,,Sat Jun 17 2023 12:40:28 GMT-0400 (Eastern Daylight Time),Fri Sep 08 2023 15:37:55 GMT-0400 (Eastern Daylight Time),Thu Oct 12 2023 12:51:49 GMT-0400 (Eastern Daylight Time),,,,,2116,Boston,Suffolk,42.334948,-71.073493,Metro Boston,Unit 1,MA,42.34633,-71.075099,,3/22/24
157,REOPENED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,IN PROCESS,IN PROCESS,,INCOMPLETE,MP282280,"Advanced Cultivators, LLC",Lowell,1852,rborges@advancedcultivators.com,978-854-3942,100 Phoenix Avenue,Units 3 and 5,Lowell,MA,1852,POINT (-71.275566 42.459085),,100 Phoenix Avenue,Units 3 and 5,Lowell,MA,1852,85-1259829,MPN282280,Fri Sep 08 2023 10:37:11 GMT-0400 (Eastern Daylight Time),Mon Sep 11 2023 12:57:21 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,Not a DBE,,,,Thu Jun 29 2023 13:40:05 GMT-0400 (Eastern Daylight Time),,,,,1500,,1852,Lowell,Middlesex,42.459085,-71.275566,Northeast,,MA,,,,3/22/24
158,APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,6/12/20,COMPLETE,MR281967,"Berkshire Welco, LLC",Sheffield,1257,michael@findthepass.com,917-750-5432,264 Main St.,3rd Floor,Great Barrington,MA,1230,POINT (-73.209889 42.396128),POINT (-73.363136 42.1435730),264 Main St.,3rd Floor,Great Barrington,MA,1230,82-4943268,MRN281967,Tue Dec 03 2019 13:20:53 GMT-0500 (Eastern Standard Time),Wed May 01 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Wed Jan 15 2020 20:43:16 GMT-0500 (Eastern Standard Time),,,,,,,,,,Not a DBE,,,Thu Mar 05 2020 03:00:00 GMT-0500 (Eastern Standard Time),Sun Oct 14 2018 22:50:52 GMT-0400 (Eastern Daylight Time),Fri Nov 01 2019 00:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 09 2020 11:24:20 GMT-0500 (Eastern Standard Time),Thu Jan 11 2024 03:00:00 GMT-0500 (Eastern Standard Time),Tue Feb 04 2025 03:00:00 GMT-0500 (Eastern Standard Time),300,10000,1257,Sheffield,Berkshire,42.396128,-73.209889,Western MA,,MA,42.143573,-73.363137,,3/22/24
159,APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,3/11/22,COMPLETE,MR284013,Erba C3 Dorchester LLC,Boston,2122,ankur@c3industries.com,734-323-1822,43 Freeport Street,,Boston,MA,2122,POINT (-71.073493 42.334948),POINT (-71.057961 42.3065489),2082 S. State Street,,Ann Arbor,MI,48104,84-4723515,MRN284013,Wed Mar 31 2021 13:26:01 GMT-0400 (Eastern Daylight Time),Mon Feb 22 2021 09:16:17 GMT-0500 (Eastern Standard Time),,,no,,,,,,,,Not a DBE,,,Thu Feb 10 2022 03:00:00 GMT-0500 (Eastern Standard Time),Thu Jan 07 2021 11:47:48 GMT-0500 (Eastern Standard Time),Fri Apr 09 2021 11:44:37 GMT-0400 (Eastern Daylight Time),Thu May 13 2021 12:27:46 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon Jun 10 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500,10000,2122,Boston,Suffolk,42.334948,-71.073493,Metro Boston,,MA,42.306549,-71.057961,,3/22/24
160,APPROVED,Marijuana Delivery Operator,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MD1259,Relevant Energy Concepts LLC,Holyoke,1040,relevantenergyconcept@gmail.com,413-693-6573,1833 Roosevelt Avenue,,Springfield,MA,1109,POINT (-72.571312 42.12756),,1833 Roosevelt Avenue,,Springfield,MA,1109,85-2318289,MDA1259,Fri Jan 14 2022 19:40:26 GMT-0500 (Eastern Standard Time),Mon Nov 22 2021 10:54:53 GMT-0500 (Eastern Standard Time),,TRUE,,EE202251,APPROVED,EE202251,,,,,Not a DBE,,,,Tue Jun 29 2021 17:02:35 GMT-0400 (Eastern Daylight Time),Fri Jan 21 2022 07:24:46 GMT-0500 (Eastern Standard Time),Thu Apr 07 2022 12:51:30 GMT-0400 (Eastern Daylight Time),Thu Apr 07 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Apr 07 2023 04:00:00 GMT-0400 (Eastern Daylight Time),,,1040,Holyoke,Hampden,42.12756,-72.571312,Western MA,,MA,,,,3/22/24
161,APPROVED,Marijuana Retailer,Priority Review - MTC Priority,Priority,MTC Priority,COMMENCE OPS,COMMENCE OPS,9/20/19,COMPLETE,MR281553,"Nature's Remedy of Massachusetts, Inc.",Millbury,1527,stuart@naturesremedyma.com,603-231-1991,266 North Main Street,,Millbury,MA,1757,POINT (-71.840209 42.329642),POINT (-71.776493 42.2033109),110 Turnpike Road,Suite 114,Westborough,MA,1851,82-0797573,MRN281553,Wed Jan 16 2019 16:31:00 GMT-0500 (Eastern Standard Time),Tue Dec 11 2018 00:00:00 GMT-0500 (Eastern Standard Time),Mon Apr 29 2019 14:09:03 GMT-0400 (Eastern Daylight Time),TRUE,,,,,,APPROVED,RP201923,RPA201923,Not a DBE,,,Thu Jun 27 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Jun 05 2018 17:21:03 GMT-0400 (Eastern Daylight Time),Thu Feb 14 2019 00:00:00 GMT-0500 (Eastern Standard Time),Mon Apr 29 2019 11:52:55 GMT-0400 (Eastern Daylight Time),Thu May 11 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Mon May 13 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300,5000,1527,Millbury,Worcester,42.329642,-71.840209,Central MA,,MA,42.203311,-71.776493,,3/22/24
162,REOPENED,Microbusiness Delivery,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,IN PROCESS,IN PROCESS,,INCOMPLETE,DE201013,"Bailey's Buds, LLC",,,alex@baileysbuds.com,857-753-7850,68 Marshall street,,Watertown,MA,2472,,,1935 Lakeview Ave,,Dracut,MA,1826,84-3353133,DEN201013,Thu Jul 21 2022 14:32:32 GMT-0400 (Eastern Daylight Time),Wed Jul 20 2022 10:57:36 GMT-0400 (Eastern Daylight Time),,,,SE304133,,,,,,,,,,,Mon Jul 27 2020 14:58:06 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,,,,MA,,,SE304133,3/22/24
163,APPROVED,Marijuana Courier Pre-Certification,Priority Review - Economic Empowerment Priority,Priority,Economic Empowerment Priority,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PDO103044,Frozen 4 Corporation,,,bvirga@frozen4llc.com,617-990-6653,618 Columbia Road,,Dorchester,MA,2125,,,8 Bayridge Lane,,Duxbury,MA,2332,83-2341577,PDOA103044,Tue Jun 16 2020 08:13:09 GMT-0400 (Eastern Daylight Time),Wed Jun 10 2020 12:00:13 GMT-0400 (Eastern Daylight Time),,,,EE201961,,,,,,,Not a DBE,,,,Thu May 28 2020 21:33:55 GMT-0400 (Eastern Daylight Time),Fri Jun 19 2020 14:10:28 GMT-0400 (Eastern Daylight Time),Tue Jun 30 2020 10:19:03 GMT-0400 (Eastern Daylight Time),Tue Jun 30 2020 04:00:00 GMT-0400 (Eastern Daylight Time),Fri Sep 30 2022 04:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,MA,,,,3/22/24
164,APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,11/21/22,COMPLETE,MR281782,"Toy Town Project, LLC",Winchendon,1475,mark@weddingsathiddenhills.com,603-899-5001,463 Maple St.,,Winchendon,MA,1475,POINT (-71.840209 42.329642),POINT (-72.016108 42.6935080),PO Box 349,,Rindge,NH,3461,83-1165991,MRN281782,Mon Apr 26 2021 15:49:12 GMT-0400 (Eastern Daylight Time),Tue Mar 05 2019 00:00:00 GMT-0500 (Eastern Standard Time),Fri Jul 16 2021 11:27:11 GMT-0400 (Eastern Daylight Time),,no,,,,,,,,Woman-Owned Business | Not a DBE,,,Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Aug 05 2018 17:42:26 GMT-0400 (Eastern Daylight Time),Fri Apr 30 2021 09:12:23 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 16:45:18 GMT-0400 (Eastern Daylight Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Jul 16 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300,10000,1475,Winchendon,Worcester,42.329642,-71.840209,Central MA,,MA,42.693508,-72.016108,,3/22/24
165,APPROVED,Independent Testing Laboratory,Expedited Review - Two or More,Expedited,Two or More,COMMENCE OPS,COMMENCE OPS,8/10/23,COMPLETE,IL281334,G7 Lab LLC,Littleton,1460,G7LabLLC@gmail.com,507-313-8141,"160 Ayer Road, Unit 3",,Littleton,MA,1460,POINT (-71.275566 42.459085),POINT (-71.521762 42.5483789),"160 Ayer Road, Unit 3",,Littleton,MA,1460,83-3610074,ILN281334,Wed Jun 10 2020 13:06:21 GMT-0400 (Eastern Daylight Time),Thu Jun 04 2020 11:38:13 GMT-0400 (Eastern Daylight Time),Tue Aug 25 2020 10:31:57 GMT-0400 (Eastern Daylight Time),,,,,,,,,,Minority-Owned Business,,,Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Mar 12 2020 19:43:10 GMT-0400 (Eastern Daylight Time),Fri Jun 19 2020 14:59:19 GMT-0400 (Eastern Daylight Time),Thu Aug 06 2020 13:53:54 GMT-0400 (Eastern Daylight Time),Thu Aug 10 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Aug 25 2024 04:00:00 GMT-0400 (Eastern Daylight Time),1500,10000,1460,Littleton,Middlesex,42.459085,-71.275566,Central MA,,MA,42.548379,-71.521763,,3/22/24
167,APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,9/30/21,COMPLETE,MR283723,Local Roots NE Inc.,Marlborough,1752,dean@localroots.cc,978-621-3567,"910 Boston Post Rd., Ste #100",,Marlboro,MA,1752,POINT (-71.275566 42.459085),POINT (-71.492744 42.3511049),"910 Boston Post Rd., Ste.#310",,Marlboro,MA,1752,83-4588901,MRN283723,Tue Sep 22 2020 19:09:52 GMT-0400 (Eastern Daylight Time),Fri Sep 18 2020 11:02:20 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,Not a DBE,,,Fri Sep 17 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Aug 05 2020 17:00:54 GMT-0400 (Eastern Daylight Time),Thu Sep 24 2020 08:55:15 GMT-0400 (Eastern Daylight Time),Thu Jan 14 2021 15:37:00 GMT-0500 (Eastern Standard Time),Thu Mar 07 2024 03:00:00 GMT-0500 (Eastern Standard Time),Mon Apr 07 2025 04:00:00 GMT-0400 (Eastern Daylight Time),1500,10000,1752,Marlborough,Middlesex,42.459085,-71.275566,Central MA,,MA,42.351105,-71.492745,,3/22/24
168,APPROVED,Marijuana Delivery Operator Pre-Certification,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,PMD5836,Massachusetts Caregivers LLC,,,yougrowmc@gmail.com,413-404-2535,405 Deerfield St.,,Greenfield,MA,1301,,,52 B Northampton St.,,Easthampton,MA,1027,12-1234567,PMDA5836,Tue Nov 02 2021 11:29:07 GMT-0400 (Eastern Daylight Time),Fri Oct 29 2021 12:44:46 GMT-0400 (Eastern Daylight Time),,,,SE303999,,,,,,,Not a DBE,,,,Sat May 29 2021 20:15:03 GMT-0400 (Eastern Daylight Time),Fri Nov 05 2021 07:22:45 GMT-0400 (Eastern Daylight Time),Mon Nov 08 2021 07:22:57 GMT-0500 (Eastern Standard Time),Mon Nov 08 2021 03:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 08 2023 03:00:00 GMT-0500 (Eastern Standard Time),,,,,,,,,,MA,,,SE303999,3/22/24
169,APPROVED,Marijuana Product Manufacturer,Expedited Review - DBE Status,Expedited,DBE Status,COMMENCE OPS,COMMENCE OPS,6/13/22,COMPLETE,MP282053,"Sun Drops, LLC",Sheffield,1257,janine@sundrops.us,347-622-2259,39 Silver Street,,Sheffield,MA,1257,POINT (-73.209889 42.396128),POINT (-73.349864 42.0933509),50 Old Village Road,,Alford,MA,1230,85-3929073,MPN282053,Thu Apr 15 2021 11:32:42 GMT-0400 (Eastern Daylight Time),Tue Apr 13 2021 10:32:32 GMT-0400 (Eastern Daylight Time),,,no,,,,,,,,Woman-Owned Business | Minority-Owned Business,,,Thu May 12 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Tue Mar 16 2021 09:03:01 GMT-0400 (Eastern Daylight Time),Fri Apr 30 2021 11:14:55 GMT-0400 (Eastern Daylight Time),Thu Jul 15 2021 16:44:50 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Wed Nov 13 2024 03:00:00 GMT-0500 (Eastern Standard Time),1500,10000,1257,Sheffield,Berkshire,42.396128,-73.209889,Western MA,,MA,42.093351,-73.349865,,3/22/24
170,APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,7/1/19,COMPLETE,MR281796,Canna Provisions Inc,Lee,1238,msanders@cannaprovisionsgroup.com,303-981-2453,214 Adams Ave,,West Newton,MA,2465,POINT (-73.209889 42.396128),POINT (-73.242132 42.2993979),220 Housatonic Street,,Lee,MA,1238,82-5377573,MRN281796,Mon Sep 03 2018 19:08:31 GMT-0400 (Eastern Daylight Time),Wed Nov 07 2018 00:00:00 GMT-0500 (Eastern Standard Time),Tue Mar 05 2019 16:02:35 GMT-0500 (Eastern Standard Time),,,,,,,,,,Not a DBE,,,Thu May 30 2019 04:00:00 GMT-0400 (Eastern Daylight Time),Sun Aug 12 2018 11:33:26 GMT-0400 (Eastern Daylight Time),Thu Nov 08 2018 00:00:00 GMT-0500 (Eastern Standard Time),Thu Feb 21 2019 16:10:09 GMT-0500 (Eastern Standard Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 13 2025 04:00:00 GMT-0400 (Eastern Daylight Time),300,5000,1238,Lee,Berkshire,42.396128,-73.209889,Western MA,,MA,42.299398,-73.242133,,3/22/24
171,REOPENED,Marijuana Retailer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,IN PROCESS,IN PROCESS,,INCOMPLETE,MR284978,"1220 Washington St, Inc.",Boston,2118,nike@vibe-re.com,617-649-4104,1220-1226  Washington Street,,Boston,MA,2118,POINT (-71.073493 42.334948),,116 Cambridge St,,Boston,MA,2129,88-2597122,MRN284978,Mon Oct 16 2023 09:42:36 GMT-0400 (Eastern Daylight Time),Tue Jul 25 2023 16:30:33 GMT-0400 (Eastern Daylight Time),,,yes,SE304160,,,,,,,Not a DBE,,,,Tue Jun 27 2023 16:22:43 GMT-0400 (Eastern Daylight Time),,,,,,,2118,Boston,Suffolk,42.334948,-71.073493,Metro Boston,,MA,,,,3/22/24
172,APPROVED,Marijuana Product Manufacturer,Expedited Review - Social Equity Participant,Expedited,Social Equity Participant,COMMENCE OPS,COMMENCE OPS,3/13/23,COMPLETE,MP282007,"Ideal Craft Cannabis, Inc.",Uxbridge,1569,nick@idealcraftcannabis.com,617-708-7762,616 Douglas Street,,Uxbridge,MA,1569,POINT (-71.840209 42.329642),POINT (-71.668012 42.064273),616 Douglas Street,,Uxbridge,MA,1569,85-4143834,MPN282007,Tue Feb 09 2021 14:49:15 GMT-0500 (Eastern Standard Time),Wed Jan 20 2021 03:00:00 GMT-0500 (Eastern Standard Time),,,yes,SE303568,,,,,,,Not a DBE,,,Thu Sep 15 2022 04:00:00 GMT-0400 (Eastern Daylight Time),Thu Jan 07 2021 13:39:09 GMT-0500 (Eastern Standard Time),Thu Feb 11 2021 13:43:51 GMT-0500 (Eastern Standard Time),Fri Apr 16 2021 13:54:59 GMT-0400 (Eastern Daylight Time),Thu Feb 08 2024 03:00:00 GMT-0500 (Eastern Standard Time),Sat Feb 08 2025 03:00:00 GMT-0500 (Eastern Standard Time),,5000,1569,Uxbridge,Worcester,42.329642,-71.840209,Central MA,,MA,42.064273,-71.668012,SE303568,3/22/24
173,APPROVED,Marijuana Cultivator,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MC283386,Dark Stream LLC,Douglas,1516,highroadholdings@gmail.com,954-350-1300,116 Davis Street,,Douglas,MA,1516,POINT (-71.840209 42.329642),POINT (-71.690961 42.062483),116 Davis Street,,Douglas,MA,1516,85-3794051,MCN283386,Tue Oct 05 2021 12:42:47 GMT-0400 (Eastern Daylight Time),Fri Jul 30 2021 12:17:29 GMT-0400 (Eastern Daylight Time),Mon Dec 20 2021 21:54:57 GMT-0500 (Eastern Standard Time),,no,,,,,,,,Not a DBE,Indoor,"Tier 02: 5,001 to 10,000 sq. ft.",,Thu Feb 25 2021 09:08:44 GMT-0500 (Eastern Standard Time),Fri Oct 08 2021 12:06:57 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 14:42:55 GMT-0500 (Eastern Standard Time),Mon Dec 20 2021 03:00:00 GMT-0500 (Eastern Standard Time),Tue Dec 20 2022 03:00:00 GMT-0500 (Eastern Standard Time),600,2500,1516,Douglas,Worcester,42.329642,-71.840209,Central MA,,MA,42.062483,-71.690962,,3/22/24
174,APPROVED,Marijuana Product Manufacturer,General Applicant,General Applicant,General Applicant,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MP281868,"Northeast Alternatives, Inc.",Lakeville,2347,chris@nealternatives.com,508-567-6761,999 William S. Canning Blvd.,,Fall River,MA,2721,POINT (-70.818958 41.978877),POINT (-70.947676 41.8857),999 William S. Canning Blvd.,,Fall River,MA,2721,82-0744804,MPN281868,Thu Oct 07 2021 10:37:18 GMT-0400 (Eastern Daylight Time),Thu Oct 22 2020 14:46:28 GMT-0400 (Eastern Daylight Time),,TRUE,no,,,,,APPROVED,RP201952,RPA201952,Not a DBE,,,,Mon Apr 06 2020 12:20:39 GMT-0400 (Eastern Daylight Time),Fri Oct 08 2021 10:59:19 GMT-0400 (Eastern Daylight Time),Thu Nov 18 2021 14:39:32 GMT-0500 (Eastern Standard Time),Thu Dec 16 2021 03:00:00 GMT-0500 (Eastern Standard Time),Fri Dec 16 2022 03:00:00 GMT-0500 (Eastern Standard Time),1500,10000,2347,Lakeville,Plymouth,41.978877,-70.818958,Southeast and Cape,,MA,41.8857,-70.947677,,3/22/24
175,APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,3/1/21,COMPLETE,MR281970,"Garden Wonders, Inc",Millville,1529,mino@atlanticbeveragedistributors.com,617-595-5962,3 Route 146,,Millville,MA,1529,POINT (-71.840209 42.329642),POINT (-71.577451 42.0140839),180 warren street,,waltham,MA,2453,04-3255379,MRN281970,Tue Dec 10 2019 13:49:40 GMT-0500 (Eastern Standard Time),Mon Aug 26 2019 00:00:00 GMT-0400 (Eastern Daylight Time),,,,,,,,,,,Not a DBE,,,Thu Jan 14 2021 03:00:00 GMT-0500 (Eastern Standard Time),Mon Oct 15 2018 14:17:19 GMT-0400 (Eastern Daylight Time),Fri Nov 29 2019 00:00:00 GMT-0500 (Eastern Standard Time),Thu Mar 05 2020 12:18:52 GMT-0500 (Eastern Standard Time),Thu Jul 13 2023 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jul 17 2024 04:00:00 GMT-0400 (Eastern Daylight Time),300,10000,1529,Millville,Worcester,42.329642,-71.840209,Central MA,,MA,42.014084,-71.577452,,3/22/24
176,APPROVED,Marijuana Retailer,General Applicant,General Applicant,General Applicant,COMMENCE OPS,COMMENCE OPS,8/20/21,COMPLETE,MR282243,"The Blue Jay Botanicals, Inc.",Athol,1331,tucker@commonwealthfarm1761.com,508-879-5000,"600 Worcester Road, Suite 401",,Framingham,MA,1702,POINT (-71.840209 42.329642),POINT (-72.221446 42.5952059),"600 Worcester Road, Suite 401",,Framingham,MA,1702,83-2811584,MRN282243,Mon Jul 20 2020 11:10:35 GMT-0400 (Eastern Daylight Time),Mon Jan 27 2020 00:00:00 GMT-0500 (Eastern Standard Time),Thu Nov 12 2020 11:15:44 GMT-0500 (Eastern Standard Time),TRUE,yes,EE202121,,,EE202121,,,,Not a DBE,,,Thu Jul 15 2021 04:00:00 GMT-0400 (Eastern Daylight Time),Wed Jan 02 2019 18:52:16 GMT-0500 (Eastern Standard Time),Thu Jul 23 2020 14:59:14 GMT-0400 (Eastern Daylight Time),Thu Sep 10 2020 13:53:15 GMT-0400 (Eastern Daylight Time),Thu Nov 09 2023 03:00:00 GMT-0500 (Eastern Standard Time),Tue Nov 12 2024 03:00:00 GMT-0500 (Eastern Standard Time),300,5000,1331,Athol,Worcester,42.329642,-71.840209,Western MA,,MA,42.595206,-72.221446,,3/22/24
177,APPROVED,Marijuana Retailer,Expedited Review - DBE Status,Expedited,DBE Status,PROVISIONAL LICENSE,PROVISIONAL LICENSE,,COMPLETE,MR284654,"JMK Gardening, LLC  DBA Wonderland-Cannabis Co",Millbury,1527,JMKGardening@gmail.com,774-312-3468,11 McCracken Road,Suite C,Millbury,MA,1527,POINT (-71.840209 42.329642),POINT (-71.779792 42.2022339),"11 McCracken Road, Suite C",,Millbury,MA,1527,84-4197373,MRN284654,Wed Dec 21 2022 10:54:07 GMT-0500 (Eastern Standard Time),Thu Dec 08 2022 14:59:22 GMT-0500 (Eastern Standard Time),Fri Mar 31 2023 10:04:00 GMT-0400 (Eastern Daylight Time),,no,,,,,,,,Woman-Owned Business,,,,Wed May 11 2022 17:07:12 GMT-0400 (Eastern Daylight Time),Fri Dec 30 2022 09:49:32 GMT-0500 (Eastern Standard Time),Thu Mar 09 2023 12:43:28 GMT-0500 (Eastern Standard Time),Thu Mar 07 2024 03:00:00 GMT-0500 (Eastern Standard Time),Mon Mar 31 2025 04:00:00 GMT-0400 (Eastern Daylight Time),1500,10000,1527,Millbury,Worcester,42.329642,-71.840209,Central MA,,MA,42.202234,-71.779793,,3/22/24
